u(k), y(k), y_simulation(k)
49.064889, 42.250000, 42.183532
48.951873, 42.250000, 42.282161
48.915286, 42.250000, 42.249437
48.740568, 42.310000, 42.248051
48.633748, 42.310000, 42.332948
48.384958, 42.370000, 42.305101
48.393216, 42.310000, 42.390398
48.416573, 42.310000, 42.276936
48.637114, 42.250000, 42.302890
48.824013, 42.250000, 42.216240
48.978374, 42.250000, 42.242472
49.102112, 42.250000, 42.242210
49.197691, 42.250000, 42.241926
49.489340, 42.180000, 42.241653
49.716976, 42.180000, 42.140958
50.079166, 42.120000, 42.171779
50.358392, 42.120000, 42.085337
50.566040, 42.120000, 42.111603
50.901825, 42.060000, 42.111427
51.149539, 42.060000, 42.025247
51.512659, 42.000000, 42.052065
51.778853, 42.000000, 41.966202
52.186538, 41.930000, 41.993077
52.487781, 41.930000, 41.892736
52.700767, 41.930000, 41.923938
52.840980, 41.930000, 41.924292
52.922193, 41.930000, 41.924730
52.956675, 41.930000, 41.925250
52.955350, 41.930000, 41.925790
52.927743, 41.930000, 41.926199
52.881580, 41.930000, 41.926679
52.823433, 41.930000, 41.927168
52.758846, 41.930000, 41.927705
52.882645, 41.870000, 41.928233
52.973793, 41.870000, 41.842618
53.040665, 41.870000, 41.869799
53.280498, 41.810000, 41.870230
53.283773, 41.870000, 41.784316
53.474472, 41.810000, 41.897293
53.629659, 41.810000, 41.784592
53.945458, 41.750000, 41.811203
54.201630, 41.750000, 41.724967
54.628601, 41.680000, 41.751488
54.971168, 41.680000, 41.650821
55.431325, 41.620000, 41.681733
55.984432, 41.560000, 41.595597
56.419943, 41.560000, 41.536156
56.946011, 41.500000, 41.562875
57.353465, 41.500000, 41.476950
57.883222, 41.430000, 41.503717
58.289309, 41.430000, 41.403329
58.591744, 41.430000, 41.434639
58.998242, 41.370000, 41.435060
59.299596, 41.370000, 41.349335
59.514742, 41.370000, 41.376526
59.660537, 41.370000, 41.377176
59.751797, 41.370000, 41.377877
59.801475, 41.370000, 41.378755
59.821248, 41.370000, 41.379588
59.631035, 41.430000, 41.380422
59.464235, 41.430000, 41.467416
59.322752, 41.430000, 41.441646
58.986192, 41.500000, 41.442434
58.717804, 41.500000, 41.543605
58.321461, 41.560000, 41.513206
58.016393, 41.560000, 41.600008
57.602168, 41.620000, 41.573854
57.293945, 41.620000, 41.660364
57.077390, 41.620000, 41.633974
56.749225, 41.680000, 41.634090
56.522362, 41.680000, 41.720354
56.159186, 41.750000, 41.693597
55.907504, 41.750000, 41.793870
55.557994, 41.810000, 41.762592
55.318812, 41.810000, 41.848368
54.979843, 41.870000, 41.821271
54.748318, 41.870000, 41.906895
54.603632, 41.870000, 41.879719
54.527917, 41.870000, 41.879090
54.505713, 41.870000, 41.878483
54.523865, 41.870000, 41.878045
54.381713, 41.930000, 41.877565
54.295421, 41.930000, 41.963310
54.031000, 42.000000, 41.936202
53.840392, 42.000000, 42.036264
53.708873, 42.000000, 42.004721
53.433743, 42.060000, 42.004229
53.229328, 42.060000, 42.089931
53.081630, 42.060000, 42.062868
52.788717, 42.120000, 42.062556
52.566026, 42.120000, 42.148583
52.401153, 42.120000, 42.121919
52.284048, 42.120000, 42.121920
52.206588, 42.120000, 42.121795
52.161604, 42.120000, 42.121606
52.142658, 42.120000, 42.121285
52.333777, 42.060000, 42.120904
52.504421, 42.060000, 42.034427
52.655035, 42.060000, 42.060649
52.785946, 42.060000, 42.060246
52.897387, 42.060000, 42.059951
52.989983, 42.060000, 42.059557
53.064218, 42.060000, 42.059124
53.120454, 42.060000, 42.058798
53.159405, 42.060000, 42.058562
53.372284, 42.000000, 42.058400
53.535606, 42.000000, 41.972091
53.656065, 42.000000, 41.998626
53.739858, 42.000000, 41.998797
53.793249, 42.000000, 41.999105
53.822451, 42.000000, 41.999378
53.833017, 42.000000, 41.999616
53.829663, 42.000000, 41.999822
53.816264, 42.000000, 41.999994
53.795925, 42.000000, 42.000135
53.771077, 42.000000, 42.000245
53.743570, 42.000000, 42.000324
53.714764, 42.000000, 42.000560
53.686198, 42.000000, 42.000876
53.659566, 42.000000, 42.001115
53.636177, 42.000000, 42.001285
53.616834, 42.000000, 42.001399
53.823606, 41.930000, 42.001467
53.993958, 41.930000, 41.900923
54.133345, 41.930000, 41.931945
54.246318, 41.930000, 41.931930
54.336694, 41.930000, 41.931900
54.407693, 41.930000, 41.931861
54.462047, 41.930000, 41.931816
54.502091, 41.930000, 41.931767
54.308090, 42.000000, 41.931718
54.144267, 42.000000, 42.032247
54.006367, 42.000000, 42.001187
53.890687, 42.000000, 42.001151
53.794016, 42.000000, 42.001338
53.714272, 42.000000, 42.001656
53.872074, 41.930000, 42.001918
54.004018, 41.930000, 41.901555
54.304962, 41.870000, 41.932744
54.553859, 41.870000, 41.846672
54.758843, 41.870000, 41.873364
55.116857, 41.810000, 41.873443
55.408714, 41.810000, 41.787076
55.643568, 41.810000, 41.813360
56.018672, 41.750000, 41.813104
56.125098, 41.810000, 41.726682
56.388297, 41.750000, 41.839297
56.587597, 41.750000, 41.726353
56.731901, 41.750000, 41.753034
56.829841, 41.750000, 41.753279
56.889757, 41.750000, 41.753669
56.919664, 41.750000, 41.754134
56.926995, 41.750000, 41.754517
56.918051, 41.750000, 41.755017
56.898499, 41.750000, 41.755566
56.873384, 41.750000, 41.756011
56.846686, 41.750000, 41.756549
56.631813, 41.810000, 41.756931
56.456160, 41.810000, 41.843473
56.316372, 41.810000, 41.817276
56.209386, 41.810000, 41.817564
55.942015, 41.870000, 41.817766
55.735998, 41.870000, 41.904105
55.393006, 41.930000, 41.877592
55.130410, 41.930000, 41.963829
54.936305, 41.930000, 41.937239
54.578338, 42.000000, 41.937214
54.531350, 41.930000, 42.037751
54.518834, 41.930000, 41.906113
54.312589, 42.000000, 41.936902
54.168944, 42.000000, 42.037148
54.076301, 42.000000, 42.005864
53.834577, 42.060000, 42.005657
53.660354, 42.060000, 42.091526
53.351103, 42.120000, 42.064541
52.930708, 42.180000, 42.150263
52.609353, 42.180000, 42.209375
52.369134, 42.180000, 42.182405
51.973206, 42.250000, 42.181914
51.480817, 42.310000, 42.282179
51.100408, 42.310000, 42.337322
50.813841, 42.310000, 42.310526
50.415311, 42.370000, 42.310234
50.115933, 42.370000, 42.396245
49.708936, 42.430000, 42.369355
49.404629, 42.430000, 42.455215
48.963440, 42.500000, 42.428199
48.632120, 42.500000, 42.528137
48.390575, 42.500000, 42.496496
48.221228, 42.500000, 42.496024
47.919319, 42.560000, 42.495462
47.697161, 42.560000, 42.580898
47.728381, 42.500000, 42.553577
47.773772, 42.500000, 42.466808
47.826675, 42.500000, 42.492795
47.881672, 42.500000, 42.492209
47.934404, 42.500000, 42.491591
47.981281, 42.500000, 42.490994
48.241212, 42.430000, 42.490340
48.449326, 42.430000, 42.389115
48.609503, 42.430000, 42.419652
48.725881, 42.430000, 42.419308
48.992991, 42.370000, 42.418890
49.189924, 42.370000, 42.332242
49.325259, 42.370000, 42.358694
49.597605, 42.310000, 42.358761
49.790520, 42.310000, 42.272638
50.106948, 42.250000, 42.299317
50.333314, 42.250000, 42.213201
50.706260, 42.180000, 42.239872
50.976207, 42.180000, 42.139584
51.160709, 42.180000, 42.170996
51.275538, 42.180000, 42.171306
51.524307, 42.120000, 42.171538
51.693378, 42.120000, 42.085675
51.987707, 42.060000, 42.112651
52.195321, 42.060000, 42.026721
52.522107, 42.000000, 42.053672
52.756829, 42.000000, 41.967853
52.916354, 42.000000, 41.994890
53.015422, 42.000000, 41.995345
53.066763, 42.000000, 41.995875
53.303261, 41.930000, 41.996414
53.472029, 41.930000, 41.896217
53.586491, 41.930000, 41.927483
53.657505, 41.930000, 41.927810
53.884388, 41.870000, 41.928158
54.050080, 41.870000, 41.842361
54.166474, 41.870000, 41.869368
54.243868, 41.870000, 41.869839
54.481320, 41.810000, 41.870309
54.661562, 41.810000, 41.784430
54.795643, 41.810000, 41.811231
55.082539, 41.750000, 41.811355
55.526099, 41.680000, 41.725414
55.875079, 41.680000, 41.651764
56.145264, 41.680000, 41.683018
56.350103, 41.680000, 41.683172
56.500852, 41.680000, 41.683445
56.607437, 41.680000, 41.683774
56.678656, 41.680000, 41.684010
56.911922, 41.620000, 41.684172
57.088194, 41.620000, 41.598251
57.217746, 41.620000, 41.625189
57.309721, 41.620000, 41.625453
57.371802, 41.620000, 41.625831
57.410843, 41.620000, 41.626475
57.433631, 41.620000, 41.627143
57.256303, 41.680000, 41.627664
57.108766, 41.680000, 41.714271
56.767894, 41.750000, 41.687983
56.494227, 41.750000, 41.788774
56.089578, 41.810000, 41.757905
55.581237, 41.870000, 41.844392
54.992668, 41.930000, 41.904358
54.534150, 41.930000, 41.964236
53.965931, 42.000000, 41.937835
53.534438, 42.000000, 42.038540
37.190664, 42.060000, 42.007606
23.890667, 42.060000, 42.093865
13.011307, 42.120000, 42.067124
4.398516, 42.120000, 42.153057
0.000000, 42.180000, 42.126030
0.000000, 42.180000, 42.211719
0.000000, 42.180000, 42.184537
0.000000, 42.250000, 42.183743
0.000000, 42.180000, 42.283371
0.000000, 42.180000, 42.150895
0.000000, 42.180000, 42.181021
0.000000, 42.180000, 42.180180
0.000000, 42.120000, 42.163984
0.000000, 42.060000, 42.052739
0.000000, 42.000000, 41.972688
0.000000, 41.870000, 41.896633
0.000000, 41.810000, 41.725777
0.000000, 41.680000, 41.693911
0.000000, 41.560000, 41.533714
0.000000, 41.430000, 41.418902
0.104943, 41.310000, 41.285291
0.226771, 41.250000, 41.170478
0.773288, 41.060000, 41.137443
1.476397, 40.930000, 40.891038
2.272829, 40.810000, 40.788444
3.363383, 40.620000, 40.673632
4.467894, 40.500000, 40.453813
5.798974, 40.310000, 40.365587
7.118347, 40.180000, 40.145768
8.578302, 40.000000, 40.043174
10.176623, 39.810000, 39.842154
11.878832, 39.620000, 39.648921
13.655820, 39.430000, 39.460221
15.451781, 39.250000, 39.271616
17.284503, 39.060000, 39.097803
18.948277, 38.930000, 38.905659
20.625632, 38.750000, 38.804360
22.341862, 38.560000, 38.604990
23.897664, 38.430000, 38.413639
25.480096, 38.250000, 38.313157
27.117818, 38.060000, 38.114405
28.613390, 37.930000, 37.923569
29.964495, 37.810000, 37.823610
31.424887, 37.620000, 37.711637
32.760434, 37.500000, 37.494806
34.033506, 37.370000, 37.409642
35.233219, 37.250000, 37.279143
36.224814, 37.180000, 37.167306
37.215295, 37.060000, 37.122766
38.247953, 36.930000, 36.984278
38.914469, 36.930000, 36.853451
39.482535, 36.870000, 36.913746
39.982822, 36.810000, 36.830302
40.250929, 36.810000, 36.773347
40.532869, 36.750000, 36.802355
40.650051, 36.750000, 36.718567
40.867827, 36.680000, 36.747534
40.960120, 36.680000, 36.649185
40.962570, 36.680000, 36.682312
41.094508, 36.620000, 36.684164
41.154278, 36.620000, 36.599654
41.165214, 36.620000, 36.627978
41.146490, 36.620000, 36.629391
40.922783, 36.680000, 36.630437
40.729548, 36.680000, 36.717552
40.569216, 36.680000, 36.691597
40.442033, 36.680000, 36.692070
40.346742, 36.680000, 36.692392
40.281023, 36.680000, 36.692691
40.242177, 36.680000, 36.692942
40.005614, 36.750000, 36.693013
39.830522, 36.750000, 36.793719
39.708092, 36.750000, 36.762857
39.440584, 36.810000, 36.762912
39.245979, 36.810000, 36.849110
38.922833, 36.870000, 36.822293
38.685408, 36.870000, 36.908147
38.518748, 36.870000, 36.881261
38.219734, 36.930000, 36.881019
38.002256, 36.930000, 36.967040
37.630344, 37.000000, 36.940319
37.354498, 37.000000, 37.040809
36.968842, 37.060000, 37.009533
36.494206, 37.120000, 37.095395
36.138036, 37.120000, 37.154768
35.880368, 37.120000, 37.127831
35.513630, 37.180000, 37.127444
35.247509, 37.180000, 37.213194
35.063615, 37.180000, 37.186137
34.724227, 37.250000, 37.185799
34.478497, 37.250000, 37.285961
34.119115, 37.310000, 37.254510
33.856166, 37.310000, 37.340196
33.481566, 37.370000, 37.313066
33.204636, 37.370000, 37.398695
33.006843, 37.370000, 37.371361
32.871685, 37.370000, 37.370663
32.594913, 37.430000, 37.370149
32.390010, 37.430000, 37.455810
32.242421, 37.430000, 37.428693
32.139839, 37.430000, 37.428317
32.072337, 37.430000, 37.427851
31.809695, 37.500000, 37.427361
31.607133, 37.500000, 37.527405
31.452596, 37.500000, 37.495866
31.145681, 37.560000, 37.495307
30.902442, 37.560000, 37.580968
30.710350, 37.560000, 37.553984
30.559157, 37.560000, 37.553706
30.440700, 37.560000, 37.553337
30.538046, 37.500000, 37.552933
30.620130, 37.500000, 37.466430
30.687047, 37.500000, 37.492807
30.739424, 37.500000, 37.492666
31.000050, 37.430000, 37.492360
31.207085, 37.430000, 37.391393
31.366527, 37.430000, 37.422110
31.483826, 37.430000, 37.421697
31.753587, 37.370000, 37.421233
31.954592, 37.370000, 37.334658
32.095361, 37.370000, 37.360956
32.373816, 37.310000, 37.360728
32.572226, 37.310000, 37.274527
32.702789, 37.310000, 37.301266
32.776967, 37.310000, 37.301391
32.804954, 37.310000, 37.301492
32.795567, 37.310000, 37.301784
32.947052, 37.250000, 37.302178
33.041981, 37.250000, 37.216279
33.091675, 37.250000, 37.243097
33.105558, 37.250000, 37.243446
33.313664, 37.180000, 37.243841
33.460796, 37.180000, 37.143551
33.558638, 37.180000, 37.174944
33.617367, 37.180000, 37.175343
33.645818, 37.180000, 37.175617
33.841225, 37.120000, 37.175786
33.984190, 37.120000, 37.089660
34.083898, 37.120000, 37.116258
34.337876, 37.060000, 37.116398
34.527779, 37.060000, 37.030394
34.664549, 37.060000, 37.057100
34.947547, 37.000000, 37.057150
35.159512, 37.000000, 36.971154
35.534174, 36.930000, 36.998038
35.819833, 36.930000, 36.897666
36.221493, 36.870000, 36.928813
36.526785, 36.870000, 36.842676
36.751228, 36.870000, 36.869474
37.098627, 36.810000, 36.869758
37.356216, 36.810000, 36.783752
37.729412, 36.750000, 36.810659
38.006797, 36.750000, 36.724824
38.205286, 36.750000, 36.751684
38.339260, 36.750000, 36.752061
38.643059, 36.680000, 36.752476
38.865207, 36.680000, 36.652421
39.211354, 36.620000, 36.683994
39.470162, 36.620000, 36.598388
39.848565, 36.560000, 36.625569
39.946045, 36.620000, 36.539805
40.004502, 36.620000, 36.653104
40.033483, 36.620000, 36.627025
40.041072, 36.620000, 36.627578
39.844146, 36.680000, 36.628125
39.673536, 36.680000, 36.714731
39.528692, 36.680000, 36.688422
39.186584, 36.750000, 36.688816
38.908519, 36.750000, 36.789834
38.687733, 36.750000, 36.759317
38.328365, 36.810000, 36.759825
38.050324, 36.810000, 36.846593
37.654230, 36.870000, 36.820381
37.356295, 36.870000, 36.906718
37.142805, 36.870000, 36.880204
36.811067, 36.930000, 36.880232
36.574656, 36.930000, 36.966255
36.417867, 36.930000, 36.939357
36.326337, 36.930000, 36.939089
36.065769, 37.000000, 36.938650
36.109003, 36.930000, 37.038702
35.955800, 37.000000, 36.906688
35.860805, 37.000000, 37.037769
35.811429, 37.000000, 37.006214
35.796777, 37.000000, 37.005624
35.807376, 37.000000, 37.005040
35.835169, 37.000000, 37.004612
35.873873, 37.000000, 37.004132
35.728231, 37.060000, 37.003656
35.809043, 37.000000, 37.089536
35.883378, 37.000000, 36.976537
35.950039, 37.000000, 37.002802
36.008028, 37.000000, 37.002651
36.057112, 37.000000, 37.002534
36.097520, 37.000000, 37.002328
36.129390, 37.000000, 37.002210
36.153133, 37.000000, 37.002159
36.169478, 37.000000, 37.002159
35.989323, 37.060000, 37.002193
35.838749, 37.060000, 37.088460
35.713935, 37.060000, 37.061760
35.611060, 37.060000, 37.061731
35.526854, 37.060000, 37.061863
35.268939, 37.120000, 37.061983
35.060463, 37.120000, 37.148297
34.894881, 37.120000, 37.121801
34.766413, 37.120000, 37.121877
34.669929, 37.120000, 37.121938
34.600861, 37.120000, 37.121984
34.555137, 37.120000, 37.122018
34.529139, 37.120000, 37.121855
34.519063, 37.120000, 37.121575
34.520994, 37.120000, 37.121342
34.721536, 37.060000, 37.121150
34.892864, 37.060000, 37.034783
35.037691, 37.060000, 37.061057
35.158057, 37.060000, 37.060663
35.255416, 37.060000, 37.060348
35.331225, 37.060000, 37.060100
35.387119, 37.060000, 37.059911
35.424916, 37.060000, 37.059773
35.446567, 37.060000, 37.059677
35.454087, 37.060000, 37.059618
35.449493, 37.060000, 37.059589
35.434746, 37.060000, 37.059583
35.411710, 37.060000, 37.059779
35.382698, 37.060000, 37.060095
35.350348, 37.060000, 37.060362
35.317008, 37.060000, 37.060587
35.284531, 37.060000, 37.060770
35.254264, 37.060000, 37.060916
35.227099, 37.060000, 37.061027
35.203544, 37.060000, 37.061105
35.183789, 37.060000, 37.061154
35.167778, 37.060000, 37.061177
35.155267, 37.060000, 37.061178
35.335946, 37.000000, 37.061161
35.484367, 37.000000, 36.974919
35.604972, 37.000000, 37.001461
35.701566, 37.000000, 37.001408
u(k), y(k), y_simulation(k)
u(k), y(k), y_simulation(k)
u(k), y(k), y_simulation(k)
