u(k), y(k), y_simulation(k)
37.676087, 36.370000, 36.411612
37.476330, 36.430000, 36.384553
37.206250, 36.500000, 36.470274
37.072609, 36.500000, 36.543767
36.868919, 36.560000, 36.512219
36.775000, 36.560000, 36.597878
36.592998, 36.620000, 36.570749
36.666862, 36.560000, 36.656418
36.590516, 36.620000, 36.543239
36.570650, 36.620000, 36.655690
36.586067, 36.620000, 36.628673
36.622495, 36.620000, 36.628205
36.512044, 36.680000, 36.627865
36.460849, 36.680000, 36.713778
36.447282, 36.680000, 36.686781
36.272077, 36.750000, 36.686451
36.173229, 36.750000, 36.786730
36.123674, 36.750000, 36.755470
36.105488, 36.750000, 36.755224
36.106756, 36.750000, 36.755161
36.120034, 36.750000, 36.755141
36.140695, 36.750000, 36.755065
36.007429, 36.810000, 36.755066
35.930672, 36.810000, 36.841320
36.049836, 36.750000, 36.814654
35.981536, 36.810000, 36.728314
35.946977, 36.810000, 36.841057
35.776250, 36.870000, 36.814291
35.831740, 36.810000, 36.900273
35.719446, 36.870000, 36.787357
35.653866, 36.870000, 36.900097
35.618961, 36.870000, 36.873498
35.762422, 36.810000, 36.873512
35.865065, 36.810000, 36.787334
35.940177, 36.810000, 36.813806
35.996361, 36.810000, 36.813633
36.039101, 36.810000, 36.813692
36.230806, 36.750000, 36.813714
36.362117, 36.750000, 36.727421
36.452575, 36.750000, 36.753816
36.699525, 36.680000, 36.753744
36.864020, 36.680000, 36.653100
37.130993, 36.620000, 36.683970
37.305935, 36.620000, 36.597680
37.576915, 36.560000, 36.624380
37.752260, 36.560000, 36.538378
37.864106, 36.560000, 36.565113
38.092319, 36.500000, 36.565224
38.239058, 36.500000, 36.479099
38.331708, 36.500000, 36.505903
38.388955, 36.500000, 36.506173
38.608205, 36.430000, 36.506358
38.750261, 36.430000, 36.406089
38.841832, 36.430000, 36.437449
38.901042, 36.430000, 36.437831
38.940227, 36.430000, 36.438198
38.967688, 36.430000, 36.438591
38.804452, 36.500000, 36.438963
38.543677, 36.560000, 36.539777
38.378990, 36.560000, 36.595273
38.280037, 36.560000, 36.568998
38.068199, 36.620000, 36.569197
37.941748, 36.620000, 36.655529
37.873125, 36.620000, 36.629198
37.844004, 36.620000, 36.629498
37.684040, 36.680000, 36.629693
37.597172, 36.680000, 36.716026
37.559712, 36.680000, 36.689522
37.370909, 36.750000, 36.689577
37.267407, 36.750000, 36.790015
37.220446, 36.750000, 36.758623
37.051616, 36.810000, 36.758270
36.959340, 36.810000, 36.844260
36.916760, 36.810000, 36.817394
36.905807, 36.810000, 36.817114
36.914351, 36.810000, 36.816954
36.776361, 36.870000, 36.816875
36.699266, 36.870000, 36.902906
36.661928, 36.870000, 36.876116
36.650063, 36.870000, 36.876016
36.654323, 36.870000, 36.875804
36.510033, 36.930000, 36.875564
36.425014, 36.930000, 36.961650
36.378738, 36.930000, 36.934864
36.357348, 36.930000, 36.934649
36.351478, 36.930000, 36.934540
36.170508, 37.000000, 36.934497
36.058368, 37.000000, 37.035074
35.992040, 37.000000, 37.003928
35.955841, 37.000000, 37.003751
35.939020, 37.000000, 37.003658
35.776263, 37.060000, 37.003619
35.675311, 37.060000, 37.089822
35.615505, 37.060000, 37.063099
35.582705, 37.060000, 37.062909
35.567170, 37.060000, 37.062801
35.562476, 37.060000, 37.062746
35.564510, 37.060000, 37.062724
35.728919, 37.000000, 37.062544
35.841350, 37.000000, 36.976093
35.917910, 37.000000, 37.002532
35.969552, 37.000000, 37.002448
36.003869, 37.000000, 37.002404
36.026182, 37.000000, 37.002234
36.039832, 37.000000, 37.002015
36.046841, 37.000000, 37.001882
36.048710, 37.000000, 37.001806
36.046665, 37.000000, 37.001767
36.041734, 37.000000, 37.001750
36.034755, 37.000000, 37.001749
36.026401, 37.000000, 37.001910
36.017598, 37.000000, 37.002141
36.009356, 37.000000, 37.002299
36.002313, 37.000000, 37.002406
35.996741, 37.000000, 37.002478
35.992646, 37.000000, 37.002525
35.989886, 37.000000, 37.002554
35.988254, 37.000000, 37.002571
35.987519, 37.000000, 37.002578
35.987464, 37.000000, 37.002578
35.987890, 37.000000, 37.002572
35.988628, 37.000000, 37.002561
35.989536, 37.000000, 37.002548
35.990501, 37.000000, 37.002533
35.991435, 37.000000, 37.002519
36.176872, 36.930000, 37.002506
36.299106, 36.930000, 36.901919
36.378882, 36.930000, 36.932928
36.430143, 36.930000, 36.932923
36.462271, 36.930000, 36.932919
36.296977, 37.000000, 36.932917
36.186180, 37.000000, 37.033493
36.111979, 37.000000, 37.002475
36.062355, 37.000000, 37.002476
36.029239, 37.000000, 37.002478
36.007212, 37.000000, 37.002479
35.992636, 37.000000, 37.002481
35.983069, 37.000000, 37.002662
36.161937, 36.930000, 37.002918
36.281186, 36.930000, 36.902510
36.361247, 36.930000, 36.933637
36.415648, 36.930000, 36.933706
36.268677, 37.000000, 36.933569
36.357933, 36.930000, 37.033915
36.233448, 37.000000, 36.902167
36.336341, 36.930000, 37.033658
36.404265, 36.930000, 36.901995
36.448281, 36.930000, 36.932967
36.634180, 36.870000, 36.932936
36.754860, 36.870000, 36.846708
36.831677, 36.870000, 36.873461
37.037727, 36.810000, 36.873709
37.171152, 36.810000, 36.787668
37.256717, 36.810000, 36.814366
37.469113, 36.750000, 36.814264
37.448234, 36.810000, 36.728034
37.431085, 36.810000, 36.840773
37.574576, 36.750000, 36.814194
37.665653, 36.750000, 36.728129
37.722002, 36.750000, 36.754808
37.755541, 36.750000, 36.755022
37.774607, 36.750000, 36.755277
37.626816, 36.810000, 36.755441
37.528229, 36.810000, 36.841906
37.463754, 36.810000, 36.815602
37.423380, 36.810000, 36.815784
37.400154, 36.810000, 36.816054
37.389523, 36.810000, 36.816191
37.229894, 36.870000, 36.816159
37.130696, 36.870000, 36.902493
37.072369, 36.870000, 36.876102
37.042022, 36.870000, 36.876224
37.030899, 36.870000, 36.876298
36.874723, 36.930000, 36.876342
36.781553, 36.930000, 36.962420
36.730227, 36.930000, 36.935629
36.706105, 36.930000, 36.935493
36.699362, 36.930000, 36.935406
36.703543, 36.930000, 36.935353
36.714477, 36.930000, 36.935326
36.544910, 37.000000, 36.935163
36.625036, 36.930000, 37.035524
36.500183, 37.000000, 36.903800
36.423857, 37.000000, 37.035321
36.221211, 37.060000, 37.004270
36.251802, 37.000000, 37.090319
36.277950, 37.000000, 36.977318
36.141951, 37.060000, 37.003785
36.214821, 37.000000, 37.089932
36.108812, 37.060000, 36.977113
36.042639, 37.060000, 37.089906
36.002977, 37.060000, 37.063334
36.139213, 37.000000, 37.063177
36.232723, 37.000000, 36.976921
36.297163, 37.000000, 37.003446
36.341730, 37.000000, 37.003279
36.372337, 37.000000, 37.003026
36.392622, 37.000000, 37.002905
36.405245, 37.000000, 37.002953
36.412544, 37.000000, 37.002840
36.415908, 37.000000, 37.002810
36.416413, 37.000000, 37.002761
36.414798, 37.000000, 37.002618
36.411323, 37.000000, 37.002531
36.590805, 36.930000, 37.002634
36.706254, 36.930000, 36.902250
36.779349, 36.930000, 36.933399
36.824690, 36.930000, 36.933490
36.851983, 36.930000, 36.933553
36.867620, 36.930000, 36.933595
36.875781, 36.930000, 36.933623
36.879177, 36.930000, 36.933639
36.879558, 36.930000, 36.933648
36.878044, 36.930000, 36.933651
36.875344, 36.930000, 36.933650
36.687311, 37.000000, 36.933645
36.561890, 37.000000, 37.034393
36.478962, 37.000000, 37.003620
36.267172, 37.060000, 37.003777
36.288137, 37.000000, 37.090083
36.305601, 37.000000, 36.977349
36.321063, 37.000000, 37.003971
36.177150, 37.060000, 37.003990
36.086611, 37.060000, 37.090208
36.190107, 37.000000, 37.063624
36.105276, 37.060000, 36.977415
36.054210, 37.060000, 37.090206
36.025681, 37.060000, 37.063435
36.011661, 37.060000, 37.063173
36.006353, 37.060000, 37.063000
36.005932, 37.060000, 37.062733
36.007623, 37.060000, 37.062596
36.009835, 37.060000, 37.062628
36.012075, 37.060000, 37.062656
36.014256, 37.060000, 37.062528
35.857789, 37.120000, 37.062333
35.912644, 37.060000, 37.148575
35.790622, 37.120000, 37.035775
35.710037, 37.120000, 37.148457
35.656910, 37.120000, 37.121805
35.621875, 37.120000, 37.121770
35.598741, 37.120000, 37.121754
35.583444, 37.120000, 37.121750
35.573329, 37.120000, 37.121751
35.566660, 37.120000, 37.121755
35.562298, 37.120000, 37.121759
35.559491, 37.120000, 37.121762
35.557739, 37.120000, 37.121612
35.556302, 37.120000, 37.121549
35.554742, 37.120000, 37.121471
35.552758, 37.120000, 37.121303
35.549906, 37.120000, 37.121191
35.545943, 37.120000, 37.121118
35.540839, 37.120000, 37.121069
35.692927, 37.060000, 37.121037
35.631868, 37.120000, 37.034808
35.746166, 37.060000, 37.147589
35.817874, 37.060000, 37.034785
35.861023, 37.060000, 37.061366
35.885063, 37.060000, 37.061362
35.896356, 37.060000, 37.061359
35.899184, 37.060000, 37.061356
35.896428, 37.060000, 37.061353
35.890020, 37.060000, 37.061349
35.881255, 37.060000, 37.061343
35.870992, 37.060000, 37.061335
36.018028, 37.000000, 37.061479
36.110851, 37.000000, 36.975325
36.167706, 37.000000, 37.001977
36.200845, 37.000000, 37.002131
36.218721, 37.000000, 37.002226
36.411546, 36.930000, 37.002282
36.535278, 36.930000, 36.901734
36.612979, 36.930000, 36.932763
36.660026, 36.930000, 36.932763
36.686668, 36.930000, 36.932754
36.699728, 36.930000, 36.932741
36.703752, 36.930000, 36.932725
36.701765, 36.930000, 36.932860
36.696187, 36.930000, 36.933059
36.688975, 36.930000, 36.933183
36.681381, 36.930000, 36.933257
36.674077, 36.930000, 36.933299
36.667347, 36.930000, 36.933500
36.661723, 36.930000, 36.933763
36.657865, 36.930000, 36.933930
36.814311, 36.870000, 36.934034
36.760513, 36.930000, 36.847886
36.726310, 36.930000, 36.960713
36.705513, 36.930000, 36.934140
36.693835, 36.930000, 36.934141
36.688303, 36.930000, 36.934134
36.686861, 36.930000, 36.934123
36.688086, 36.930000, 36.934111
36.691006, 36.930000, 36.934098
36.694959, 36.930000, 36.934086
36.699501, 36.930000, 36.934075
36.704340, 36.930000, 36.934068
36.709289, 36.930000, 36.934217
36.714643, 36.930000, 36.934280
36.720554, 36.930000, 36.934207
36.726740, 36.930000, 36.934162
36.732915, 36.930000, 36.934135
36.738899, 36.930000, 36.934121
36.560017, 37.000000, 36.934115
36.443925, 37.000000, 37.034692
36.369889, 37.000000, 37.003678
36.324008, 37.000000, 37.003684
36.296960, 37.000000, 37.003691
36.467096, 36.930000, 37.003699
36.582556, 36.930000, 36.903132
36.661292, 36.930000, 36.934158
36.715368, 36.930000, 36.934168
36.911116, 36.870000, 36.934178
37.041696, 36.870000, 36.847981
37.128569, 36.870000, 36.874577
37.186147, 36.870000, 36.874408
37.381865, 36.810000, 36.874163
37.509218, 36.810000, 36.787797
37.589953, 36.810000, 36.814284
37.638871, 36.810000, 36.814223
37.507883, 36.870000, 36.814369
37.416721, 36.870000, 36.900815
