u(k), y(k), y_simulation(k)
53.040866, 42.060000, 42.053344
52.892898, 42.060000, 42.053905
53.192417, 42.000000, 42.054212
53.919430, 41.930000, 41.968688
54.881751, 41.870000, 41.895523
55.504861, 41.870000, 41.841307
56.376333, 41.810000, 41.868852
57.432999, 41.750000, 41.783202
58.703953, 41.680000, 41.723828
60.032989, 41.620000, 41.650344
60.875489, 41.620000, 41.595738
61.335141, 41.620000, 41.622582
62.007093, 41.560000, 41.622587
62.321881, 41.560000, 41.536195
62.357155, 41.560000, 41.562963
62.180848, 41.560000, 41.563891
61.348252, 41.620000, 41.565365
61.068094, 41.560000, 41.652892
60.729565, 41.560000, 41.541406
60.375095, 41.560000, 41.569665
60.040749, 41.560000, 41.571683
59.757837, 41.560000, 41.573916
59.552595, 41.560000, 41.575720
59.440957, 41.560000, 41.576791
58.916573, 41.620000, 41.577785
58.614464, 41.620000, 41.664797
57.994988, 41.680000, 41.638478
57.663251, 41.680000, 41.724541
57.561238, 41.680000, 41.697015
57.035725, 41.750000, 41.696125
56.270394, 41.810000, 41.796165
55.837105, 41.810000, 41.850760
55.148877, 41.870000, 41.823586
54.270522, 41.930000, 41.909271
53.765647, 41.930000, 41.968484
52.956262, 42.000000, 41.941637
52.009840, 42.060000, 42.041621
50.971090, 42.120000, 42.096129
50.383584, 42.120000, 42.154925
49.633735, 42.180000, 42.127557
49.272042, 42.180000, 42.213420
48.612397, 42.250000, 42.186247
48.322530, 42.250000, 42.285690
48.307240, 42.250000, 42.253684
49.079929, 42.180000, 42.252694
49.828129, 42.180000, 42.150755
50.519969, 42.180000, 42.180631
50.539337, 42.250000, 42.179470
51.211025, 42.180000, 42.278527
51.751833, 42.180000, 42.145222
52.155324, 42.180000, 42.174899
51.828267, 42.250000, 42.173735
52.116652, 42.180000, 42.273404
52.260589, 42.180000, 42.140901
52.276095, 42.180000, 42.171148
52.180470, 42.180000, 42.170918
51.995146, 42.180000, 42.171658
52.258273, 42.120000, 42.172957
52.363704, 42.120000, 42.087976
52.362711, 42.120000, 42.115094
52.292669, 42.120000, 42.115761
52.182962, 42.120000, 42.116784
51.550697, 42.180000, 42.117577
51.054652, 42.180000, 42.203767
50.680476, 42.180000, 42.177218
50.411379, 42.180000, 42.177572
50.233333, 42.180000, 42.177693
50.640889, 42.120000, 42.177612
50.470491, 42.180000, 42.091153
50.876499, 42.120000, 42.204066
50.697102, 42.180000, 42.091569
50.584218, 42.180000, 42.204441
51.035416, 42.120000, 42.177785
51.399659, 42.120000, 42.091419
51.687198, 42.120000, 42.117310
52.411463, 42.060000, 42.116359
53.442723, 42.000000, 42.029420
54.165512, 42.000000, 41.969259
54.625849, 42.000000, 41.995473
54.867574, 42.000000, 41.995737
54.936004, 42.000000, 41.995874
54.871827, 42.000000, 41.996142
54.711298, 42.000000, 41.996269
54.484113, 42.000000, 41.996026
53.702368, 42.060000, 41.996381
53.535132, 42.000000, 42.083277
52.833232, 42.060000, 41.971032
52.255249, 42.060000, 42.084743
51.797673, 42.060000, 42.059695
51.461552, 42.060000, 42.061162
51.246959, 42.060000, 42.062145
50.638852, 42.120000, 42.062721
50.264188, 42.120000, 42.149175
50.084187, 42.120000, 42.122577
50.059964, 42.120000, 42.122374
50.663252, 42.060000, 42.122034
