heater_temp, environment_temp
50.500000, 28.620000
50.500000, 28.620000
50.500000, 28.620000
50.560000, 28.620000
50.500000, 28.560000
50.500000, 28.620000
50.500000, 28.620000
50.500000, 28.620000
50.500000, 28.620000
50.500000, 28.620000
50.500000, 28.620000
50.500000, 28.620000
50.500000, 28.560000
50.560000, 28.560000
50.560000, 28.560000
50.560000, 28.500000
50.620000, 28.500000
50.620000, 28.500000
50.680000, 28.500000
50.680000, 28.500000
50.680000, 28.430000
50.680000, 28.430000
50.750000, 28.430000
50.750000, 28.430000
50.810000, 28.430000
50.810000, 28.430000
50.810000, 28.430000
50.810000, 28.430000
50.810000, 28.430000
50.810000, 28.430000
50.870000, 28.430000
50.870000, 28.430000
50.930000, 28.430000
50.930000, 28.430000
50.930000, 28.430000
51.000000, 28.430000
51.000000, 28.430000
51.000000, 28.430000
51.060000, 28.430000
51.060000, 28.430000
51.120000, 28.430000
51.120000, 28.430000
51.120000, 28.430000
51.180000, 28.430000
51.180000, 28.430000
51.180000, 28.430000
51.250000, 28.430000
51.250000, 28.430000
51.250000, 28.430000
51.250000, 28.430000
51.250000, 28.430000
51.250000, 28.500000
51.250000, 28.430000
51.250000, 28.500000
51.310000, 28.500000
51.310000, 28.500000
51.310000, 28.500000
51.310000, 28.500000
51.310000, 28.500000
51.310000, 28.500000
51.310000, 28.500000
51.310000, 28.500000
51.370000, 28.500000
51.370000, 28.500000
51.370000, 28.560000
51.370000, 28.500000
51.370000, 28.560000
51.370000, 28.560000
51.430000, 28.560000
51.370000, 28.560000
51.430000, 28.560000
51.430000, 28.560000
51.370000, 28.560000
51.430000, 28.560000
51.430000, 28.500000
51.430000, 28.560000
51.430000, 28.560000
51.500000, 28.560000
51.500000, 28.560000
51.560000, 28.560000
51.560000, 28.500000
51.620000, 28.500000
51.680000, 28.560000
51.680000, 28.560000
51.680000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.810000, 28.560000
51.810000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.560000
51.750000, 28.500000
51.750000, 28.500000
51.750000, 28.560000
51.810000, 28.500000
51.810000, 28.560000
51.810000, 28.560000
51.810000, 28.500000
51.870000, 28.500000
51.870000, 28.500000
51.930000, 28.500000
51.930000, 28.500000
52.000000, 28.500000
52.000000, 28.500000
52.000000, 28.500000
52.000000, 28.500000
52.060000, 28.430000
52.060000, 28.500000
52.060000, 28.500000
52.060000, 28.500000
52.060000, 28.430000
52.120000, 28.430000
52.060000, 28.430000
52.120000, 28.430000
52.120000, 28.430000
52.120000, 28.430000
52.180000, 28.430000
52.180000, 28.370000
52.250000, 28.370000
52.250000, 28.370000
52.250000, 28.370000
52.310000, 28.370000
52.370000, 28.370000
52.370000, 28.310000
52.370000, 28.310000
52.370000, 28.310000
52.370000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.370000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.370000, 28.310000
52.370000, 28.250000
52.430000, 28.250000
52.370000, 28.310000
52.370000, 28.310000
52.370000, 28.310000
52.310000, 28.310000
52.310000, 28.310000
52.310000, 28.310000
52.310000, 28.310000
52.310000, 28.310000
52.310000, 28.310000
52.310000, 28.310000
52.310000, 28.310000
52.370000, 28.250000
52.370000, 28.250000
52.370000, 28.250000
52.370000, 28.250000
52.430000, 28.180000
52.370000, 28.180000
52.430000, 28.180000
52.370000, 28.180000
52.370000, 28.180000
52.370000, 28.180000
52.370000, 28.180000
52.370000, 28.180000
52.370000, 28.250000
52.370000, 28.250000
52.370000, 28.250000
52.370000, 28.250000
52.370000, 28.250000
52.370000, 28.250000
52.370000, 28.250000
52.370000, 28.310000
52.370000, 28.310000
52.370000, 28.310000
52.370000, 28.310000
52.430000, 28.310000
52.370000, 28.310000
52.370000, 28.310000
52.370000, 28.310000
52.430000, 28.310000
52.430000, 28.310000
52.430000, 28.250000
52.500000, 28.310000
52.500000, 28.250000
52.500000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.620000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.310000
52.560000, 28.310000
52.500000, 28.310000
52.500000, 28.310000
52.430000, 28.310000
52.500000, 28.250000
52.430000, 28.310000
52.500000, 28.310000
52.500000, 28.310000
52.500000, 28.250000
52.500000, 28.250000
52.500000, 28.250000
52.500000, 28.250000
52.560000, 28.250000
52.500000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.180000
52.560000, 28.180000
52.620000, 28.180000
52.620000, 28.180000
52.620000, 28.250000
52.620000, 28.180000
52.620000, 28.180000
52.620000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.500000, 28.250000
52.500000, 28.250000
52.500000, 28.250000
52.560000, 28.250000
52.500000, 28.250000
52.560000, 28.250000
52.500000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.500000, 28.310000
52.560000, 28.250000
52.500000, 28.250000
52.500000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.620000, 28.310000
52.620000, 28.310000
52.620000, 28.310000
52.680000, 28.250000
52.620000, 28.250000
52.620000, 28.250000
52.620000, 28.250000
52.620000, 28.310000
52.620000, 28.250000
52.620000, 28.310000
52.620000, 28.310000
52.620000, 28.310000
52.620000, 28.310000
52.620000, 28.310000
52.620000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.370000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.370000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.620000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.620000, 28.310000
52.560000, 28.310000
52.560000, 28.370000
52.560000, 28.370000
52.500000, 28.370000
52.560000, 28.310000
52.500000, 28.370000
52.500000, 28.370000
52.500000, 28.370000
52.500000, 28.370000
52.500000, 28.310000
52.500000, 28.370000
52.500000, 28.310000
52.500000, 28.370000
52.500000, 28.370000
52.560000, 28.310000
52.560000, 28.370000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.310000
52.560000, 28.370000
52.560000, 28.370000
52.560000, 28.310000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.680000, 28.370000
52.680000, 28.370000
52.680000, 28.370000
52.680000, 28.430000
52.750000, 28.370000
52.750000, 28.370000
52.750000, 28.430000
52.750000, 28.370000
52.810000, 28.370000
52.810000, 28.370000
52.810000, 28.370000
52.810000, 28.310000
52.810000, 28.310000
52.810000, 28.310000
52.810000, 28.310000
52.810000, 28.310000
52.750000, 28.310000
52.810000, 28.310000
52.750000, 28.250000
52.750000, 28.250000
52.750000, 28.250000
52.750000, 28.250000
52.750000, 28.250000
52.750000, 28.250000
52.750000, 28.180000
52.750000, 28.180000
52.680000, 28.180000
52.750000, 28.180000
52.680000, 28.180000
52.680000, 28.180000
52.680000, 28.180000
52.680000, 28.120000
52.750000, 28.120000
52.680000, 28.120000
52.680000, 28.180000
52.680000, 28.180000
52.680000, 28.180000
52.620000, 28.180000
52.620000, 28.180000
52.620000, 28.250000
52.620000, 28.180000
52.620000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.560000, 28.250000
52.500000, 28.250000
52.500000, 28.310000
52.500000, 28.310000
52.500000, 28.310000
52.500000, 28.310000
52.500000, 28.310000
52.500000, 28.370000
52.500000, 28.310000
52.500000, 28.370000
52.500000, 28.370000
52.560000, 28.370000
52.560000, 28.370000
52.560000, 28.370000
52.560000, 28.370000
52.560000, 28.370000
52.500000, 28.370000
52.560000, 28.370000
52.500000, 28.370000
52.500000, 28.430000
52.500000, 28.370000
52.500000, 28.430000
52.560000, 28.430000
52.560000, 28.430000
52.560000, 28.500000
52.560000, 28.500000
52.560000, 28.430000
52.560000, 28.500000
52.560000, 28.500000
52.560000, 28.500000
52.560000, 28.500000
52.560000, 28.500000
52.620000, 28.500000
52.620000, 28.430000
52.620000, 28.430000
52.620000, 28.430000
52.620000, 28.500000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.620000, 28.430000
52.680000, 28.430000
52.620000, 28.430000
52.680000, 28.430000
52.620000, 28.430000
52.620000, 28.430000
52.680000, 28.430000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.680000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.680000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.370000
52.620000, 28.430000
52.620000, 28.430000
52.620000, 28.430000
52.620000, 28.430000
52.620000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.680000, 28.430000
52.750000, 28.430000
52.750000, 28.430000
52.680000, 28.500000
52.750000, 28.500000
52.680000, 28.500000
52.680000, 28.430000
52.750000, 28.430000
52.680000, 28.430000
52.750000, 28.430000
52.750000, 28.370000
52.810000, 28.370000
52.810000, 28.310000
52.810000, 28.370000
52.810000, 28.310000
52.810000, 28.310000
52.810000, 28.310000
52.870000, 28.310000
52.870000, 28.250000
52.870000, 28.310000
52.930000, 28.250000
52.930000, 28.310000
52.870000, 28.310000
52.870000, 28.310000
52.870000, 28.310000
52.870000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.930000, 28.310000
52.870000, 28.310000
52.870000, 28.310000
52.870000, 28.310000
52.870000, 28.310000
52.870000, 28.310000
52.870000, 28.310000
52.870000, 28.250000
52.930000, 28.250000
52.930000, 28.250000
52.930000, 28.250000
