heater_temp, environment_temp
35.620000, 25.930000
35.620000, 25.930000
35.620000, 25.930000
35.620000, 25.930000
35.560000, 25.930000
35.560000, 25.930000
35.620000, 25.930000
35.620000, 25.930000
35.620000, 25.930000
35.620000, 25.930000
35.560000, 25.930000
35.560000, 25.930000
35.560000, 25.930000
35.560000, 25.930000
35.560000, 25.930000
35.500000, 25.930000
35.500000, 25.930000
35.500000, 25.930000
35.500000, 25.930000
35.430000, 25.930000
35.430000, 25.930000
35.430000, 25.930000
35.370000, 25.930000
35.310000, 25.930000
35.370000, 25.930000
35.310000, 25.930000
35.310000, 25.930000
35.250000, 25.930000
35.250000, 25.930000
35.250000, 25.930000
35.250000, 25.930000
35.180000, 25.930000
35.180000, 25.930000
35.180000, 25.870000
35.120000, 25.870000
35.120000, 25.930000
35.120000, 25.870000
35.060000, 25.870000
35.060000, 25.870000
35.060000, 25.870000
35.000000, 25.870000
35.000000, 25.870000
35.000000, 25.870000
34.930000, 25.870000
34.930000, 25.870000
34.870000, 25.870000
34.870000, 25.870000
34.870000, 25.870000
34.810000, 25.870000
34.810000, 25.930000
34.810000, 25.870000
34.810000, 25.870000
34.750000, 25.870000
34.750000, 25.870000
34.680000, 25.930000
34.680000, 25.870000
34.680000, 25.870000
34.680000, 25.870000
34.620000, 25.870000
34.620000, 25.930000
34.620000, 25.930000
34.560000, 25.870000
34.560000, 25.870000
34.500000, 25.870000
34.500000, 25.870000
34.500000, 25.870000
34.500000, 25.870000
34.430000, 25.870000
34.430000, 25.870000
34.370000, 25.930000
34.370000, 25.930000
34.370000, 25.930000
34.310000, 25.870000
34.370000, 25.930000
34.310000, 25.930000
34.310000, 25.930000
34.310000, 25.930000
34.310000, 25.930000
34.310000, 25.930000
34.310000, 25.930000
34.250000, 25.930000
34.250000, 25.930000
34.250000, 25.930000
34.250000, 25.930000
34.180000, 25.930000
34.180000, 25.930000
34.180000, 25.930000
34.180000, 25.930000
34.180000, 25.930000
34.180000, 25.930000
34.180000, 25.930000
34.180000, 25.930000
34.180000, 25.930000
34.120000, 25.930000
34.120000, 25.930000
34.120000, 25.930000
34.120000, 25.930000
34.120000, 25.930000
34.060000, 25.930000
34.060000, 25.930000
34.060000, 25.930000
34.060000, 25.930000
34.060000, 25.930000
34.060000, 25.930000
34.060000, 25.930000
34.060000, 25.930000
34.000000, 25.930000
34.000000, 25.930000
34.000000, 25.930000
34.000000, 26.000000
34.000000, 25.930000
34.000000, 25.930000
34.000000, 25.930000
34.000000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.930000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.870000, 25.930000
33.810000, 25.930000
33.810000, 25.930000
33.810000, 25.930000
33.810000, 25.930000
33.810000, 25.930000
33.810000, 25.930000
33.810000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.750000, 25.930000
33.680000, 25.930000
33.750000, 25.930000
33.680000, 25.930000
33.680000, 25.930000
33.680000, 25.930000
33.680000, 25.930000
33.680000, 25.930000
33.680000, 25.930000
33.680000, 25.930000
33.680000, 25.930000
33.680000, 25.930000
33.680000, 26.000000
33.680000, 25.930000
33.680000, 26.000000
33.680000, 26.000000
33.680000, 26.000000
33.680000, 25.930000
33.620000, 25.930000
33.680000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.620000, 25.930000
33.560000, 25.930000
33.560000, 25.930000
33.620000, 25.930000
33.560000, 25.930000
33.560000, 25.930000
33.560000, 26.000000
33.560000, 25.930000
33.560000, 26.000000
33.560000, 25.930000
33.560000, 26.000000
33.500000, 26.000000
33.500000, 25.930000
33.500000, 25.930000
33.500000, 26.000000
33.500000, 25.930000
33.500000, 25.930000
33.500000, 25.930000
33.500000, 25.930000
33.500000, 25.930000
33.500000, 26.000000
33.500000, 26.000000
