u(k), y(k)
45.430000, 48.608681, 45.430000
48.736816, 45.430000, 48.732560
45.430000, 48.629072, 45.430000
48.451898, 45.430000, 48.224944
45.430000, 48.483377, 45.370000
48.602823, 45.370000, 48.110648
45.430000, 47.683444, 45.430000
47.321460, 45.430000, 47.025267
45.430000, 46.795760, 45.430000
46.629846, 45.430000, 46.520362
45.430000, 45.858884, 45.500000
45.387048, 45.500000, 45.067562
45.500000, 44.871121, 45.500000
44.775493, 45.500000, 44.756410
45.500000, 44.787988, 45.500000
44.334925, 45.560000, 44.025366
45.560000, 43.825034, 45.560000
43.706568, 45.560000, 43.648606
45.560000, 43.629647, 45.560000
43.628807, 45.560000, 44.143699
45.500000, 44.519624, 45.500000
44.774492, 45.500000, 44.927532
45.500000, 44.998015, 45.500000
44.999782, 45.500000, 45.540398
45.430000, 45.875804, 45.430000
46.041468, 45.430000, 46.583422
45.370000, 46.886382, 45.370000
46.999115, 45.370000, 46.968583
45.370000, 46.838491, 45.370000
46.644542, 45.370000, 46.926756
45.310000, 46.546130, 45.370000
46.696230, 45.310000, 46.741812
45.310000, 46.715176, 45.310000
46.641372, 45.310000, 46.542237
45.310000, 46.436134, 45.310000
46.334543, 45.310000, 46.242508
45.310000, 46.160340, 45.310000
46.085466, 45.310000, 46.018357
45.310000, 45.957758, 45.310000
45.902249, 45.310000, 45.853086
45.310000, 45.810885, 45.310000
45.775042, 45.310000, 45.744086
45.310000, 45.716239, 45.310000
45.176952, 45.370000, 44.770532
45.370000, 44.474329, 45.370000
43.755649, 45.430000, 43.242911
45.430000, 42.899536, 45.430000
42.693631, 45.430000, 42.597660
45.430000, 42.588127, 45.430000
42.046794, 45.500000, 42.308650
45.430000, 42.581400, 45.430000
43.365410, 45.370000, 44.001770
45.370000, 44.502848, 45.370000
45.391695, 45.310000, 46.031600
45.310000, 46.455997, 45.310000
46.698641, 45.310000, 47.305498
45.250000, 47.662216, 45.250000
47.814036, 45.250000, 47.802515
45.250000, 47.670353, 45.250000
47.460134, 45.250000, 47.211237
45.250000, 46.954566, 45.250000
46.716175, 45.250000, 46.516731
45.250000, 45.855056, 45.310000
45.379700, 45.310000, 45.069741
45.310000, 44.905292, 45.310000
44.822850, 45.310000, 45.322494
45.250000, 45.230361, 45.310000
45.710619, 45.250000, 46.099865
45.250000, 46.404193, 45.250000
47.228437, 45.180000, 47.826736
45.180000, 48.228507, 45.180000
48.458253, 45.180000, 49.053363
45.120000, 49.393687, 45.120000
49.526554, 45.120000, 50.012989
45.060000, 50.249788, 45.060000
50.295848, 45.060000, 50.204489
45.060000, 50.532952, 45.000000
50.675808, 45.000000, 51.288391
44.930000, 52.175286, 44.870000
52.749234, 44.870000, 53.594487
44.810000, 54.126321, 44.810000
54.927209, 44.750000, 55.411033
44.750000, 56.248322, 44.680000
56.743942, 44.680000, 57.481544
44.620000, 57.877406, 44.620000
58.520360, 44.560000, 58.832920
44.560000, 59.413659, 44.500000
59.177559, 44.560000, 59.366362
44.500000, 59.381119, 44.500000
59.280314, 44.500000, 59.110382
44.500000, 59.507385, 44.430000
59.148875, 44.500000, 59.433869
44.430000, 59.621139, 44.430000
59.743229, 44.430000, 59.825064
44.430000, 59.886197, 44.430000
59.936625, 44.430000, 59.381861
44.500000, 58.977731, 44.500000
58.698524, 44.500000, 58.519216
44.500000, 57.909256, 44.560000
57.497916, 44.560000, 57.249634
44.560000, 57.136864, 44.560000
56.622690, 44.620000, 56.330938
44.620000, 55.707157, 44.680000
55.359795, 44.680000, 55.229529
44.680000, 55.260627, 44.680000
54.807713, 44.750000, 54.586515
44.750000, 55.137182, 44.680000
55.057173, 44.750000, 55.084848
44.750000, 55.187161, 44.750000
55.335912, 44.750000, 55.507318
44.750000, 55.680942, 44.750000
55.327483, 44.810000, 55.596612
44.750000, 55.819097, 44.750000
55.995454, 44.750000, 56.125613
44.750000, 55.704940, 44.810000
55.902063, 44.750000, 56.055866
44.750000, 55.661622, 44.810000
55.373277, 44.810000, 55.176780
44.810000, 54.546637, 44.870000
54.112394, 44.870000, 53.837997
44.870000, 53.182691, 44.930000
53.281249, 44.870000, 53.445127
44.870000, 53.140130, 44.930000
52.993726, 44.930000, 52.973114
44.930000, 53.046473, 44.930000
53.696158, 44.870000, 54.251304
44.870000, 54.710581, 44.870000
55.072793, 44.870000, 55.341017
44.870000, 55.518713, 44.870000
55.614085, 44.870000, 55.642266
44.870000, 55.102893, 44.930000
55.163656, 44.870000, 55.166463
44.870000, 55.124183, 44.870000
55.054078, 44.870000, 54.975858
44.870000, 54.905519, 44.870000
55.367090, 44.810000, 55.208323
44.870000, 55.611259, 44.810000
55.926399, 44.810000, 56.169560
44.810000, 56.348476, 44.810000
56.469244, 44.810000, 56.028032
44.870000, 55.679063, 44.870000
55.920696, 44.810000, 56.094042
44.810000, 56.209119, 44.810000
55.766634, 44.870000, 55.936616
44.810000, 56.062103, 44.810000
56.157632, 44.810000, 56.235138
44.810000, 56.303158, 44.810000
56.367335, 44.810000, 56.426180
44.810000, 56.473274, 44.810000
56.507332, 44.810000, 56.532685
44.810000, 56.553806, 44.810000
56.569696, 44.810000, 56.579189
44.810000, 56.584856, 44.810000
57.102805, 44.750000, 56.976955
44.810000, 56.876507, 44.810000
56.799918, 44.810000, 57.258103
44.750000, 57.090608, 44.810000
56.962427, 44.810000, 56.868680
44.810000, 56.291481, 44.870000
56.384449, 44.810000, 55.962639
44.870000, 55.669797, 44.870000
55.486934, 44.870000, 55.396423
44.870000, 55.378367, 44.870000
54.901427, 44.930000, 55.113063
44.870000, 55.336186, 44.870000
55.561267, 44.870000, 55.779892
44.870000, 55.468496, 44.930000
55.265644, 44.930000, 55.144955
44.930000, 55.082165, 44.930000
55.058209, 44.930000, 55.059472
44.930000, 55.076983, 44.930000
