u(k), yzad(k), y(k), y_simulation(k)
73.230750, 42.000000, 37.180000, 37.420706
71.302500, 42.000000, 37.310000, 37.518502
72.954000, 42.000000, 37.430000, 37.668619
82.374750, 42.000000, 37.500000, 37.780845
73.572750, 42.000000, 37.620000, 37.796470
71.446500, 42.000000, 37.750000, 37.934808
72.900000, 42.000000, 37.870000, 38.108076
70.661250, 42.000000, 38.000000, 38.215664
72.002250, 42.000000, 38.120000, 38.316096
69.651000, 42.000000, 38.250000, 38.431318
59.418000, 42.000000, 38.430000, 38.559408
67.295250, 42.000000, 38.560000, 38.755266
68.384250, 42.000000, 38.680000, 38.860802
65.781000, 42.000000, 38.810000, 38.930668
53.385750, 42.000000, 39.000000, 39.065477
76.106250, 42.000000, 39.060000, 39.301640
64.874250, 42.000000, 39.180000, 39.306947
62.046000, 42.000000, 39.310000, 39.393298
62.797500, 42.000000, 39.430000, 39.579008
59.856750, 42.000000, 39.560000, 39.713721
60.495750, 42.000000, 39.680000, 39.804809
57.442500, 42.000000, 39.810000, 39.915421
57.969000, 42.000000, 39.930000, 40.038901
54.803250, 42.000000, 40.060000, 40.148774
55.217250, 42.000000, 40.180000, 40.271516
63.400500, 42.000000, 40.250000, 40.380650
64.822500, 42.000000, 40.310000, 40.421278
53.028000, 42.000000, 40.430000, 40.470115
61.098750, 42.000000, 40.500000, 40.643509
62.408250, 42.000000, 40.560000, 40.722672
61.962750, 42.000000, 40.620000, 40.737337
61.490250, 42.000000, 40.680000, 40.795488
59.080500, 42.000000, 40.750000, 40.882165
71.739000, 42.000000, 40.750000, 40.957167
49.378500, 42.000000, 40.870000, 40.928686
70.623000, 42.000000, 40.870000, 41.080916
59.670000, 42.000000, 40.930000, 41.079144
57.147750, 42.000000, 41.000000, 41.109588
69.693750, 42.000000, 41.000000, 41.202795
58.682250, 42.000000, 41.060000, 41.193599
69.473250, 42.000000, 41.060000, 41.235318
58.434750, 42.000000, 41.120000, 41.254623
69.198750, 42.000000, 41.120000, 41.328206
69.594750, 42.000000, 41.120000, 41.317541
58.529250, 42.000000, 41.180000, 41.304839
69.266250, 42.000000, 41.180000, 41.397187
56.263500, 42.000000, 41.250000, 41.406369
68.697000, 42.000000, 41.250000, 41.460029
57.573000, 42.000000, 41.310000, 41.445373
68.251500, 42.000000, 41.310000, 41.506378
68.562000, 42.000000, 41.310000, 41.496547
57.411000, 42.000000, 41.370000, 41.488016
68.062500, 42.000000, 41.370000, 41.579803
56.884500, 42.000000, 41.430000, 41.588423
54.137250, 42.000000, 41.500000, 41.627959
66.458250, 42.000000, 41.500000, 41.711315
55.221750, 42.000000, 41.560000, 41.672245
65.787750, 42.000000, 41.560000, 41.712486
65.985750, 42.000000, 41.560000, 41.730314
54.722250, 42.000000, 41.620000, 41.721044
53.799750, 42.000000, 41.680000, 41.812092
64.311750, 42.000000, 41.680000, 41.901348
51.084000, 42.000000, 41.750000, 41.836955
51.831000, 42.000000, 41.810000, 41.897510
50.823000, 42.000000, 41.870000, 41.991149
49.788000, 42.000000, 41.930000, 42.028860
60.187500, 42.000000, 41.930000, 42.055049
46.847250, 42.000000, 42.000000, 42.031420
47.481750, 42.000000, 42.060000, 42.119634
46.361250, 42.000000, 42.120000, 42.212534
56.675250, 42.000000, 42.120000, 42.249506
45.159750, 42.000000, 42.180000, 42.193581
55.446750, 42.000000, 42.180000, 42.272404
41.994000, 42.000000, 42.250000, 42.287004
42.516000, 42.000000, 42.310000, 42.366106
52.744500, 42.000000, 42.310000, 42.429869
52.605000, 42.000000, 42.310000, 42.384728
52.465500, 42.000000, 42.310000, 42.349880
52.326000, 42.000000, 42.310000, 42.390467
52.186500, 42.000000, 42.310000, 42.417949
52.047000, 42.000000, 42.310000, 42.417033
63.369000, 42.000000, 42.250000, 42.416116
41.427000, 42.000000, 42.310000, 42.333826
63.117000, 42.000000, 42.250000, 42.436100
52.636500, 42.000000, 42.250000, 42.375871
52.524000, 42.000000, 42.250000, 42.344698
52.411500, 42.000000, 42.250000, 42.367635
65.670750, 42.000000, 42.180000, 42.386920
64.955250, 42.000000, 42.120000, 42.262847
54.533250, 42.000000, 42.120000, 42.206186
54.479250, 42.000000, 42.120000, 42.278453
54.425250, 42.000000, 42.120000, 42.312031
65.832750, 42.000000, 42.060000, 42.270173
55.437750, 42.000000, 42.060000, 42.160046
55.410750, 42.000000, 42.060000, 42.181507
55.383750, 42.000000, 42.060000, 42.225030
55.356750, 42.000000, 42.060000, 42.216480
55.329750, 42.000000, 42.060000, 42.187905
55.302750, 42.000000, 42.060000, 42.187728
55.275750, 42.000000, 42.060000, 42.187551
55.248750, 42.000000, 42.060000, 42.187373
55.221750, 42.000000, 42.060000, 42.187196
55.194750, 42.000000, 42.060000, 42.187019
66.629250, 42.000000, 42.000000, 42.186841
56.261250, 42.000000, 42.000000, 42.105290
56.261250, 42.000000, 42.000000, 42.126928
56.261250, 42.000000, 42.000000, 42.170629
56.261250, 42.000000, 42.000000, 42.162256
69.633000, 42.000000, 41.930000, 42.133858
57.568500, 42.000000, 41.930000, 42.038921
57.600000, 42.000000, 41.930000, 42.064373
57.631500, 42.000000, 41.930000, 42.115564
69.124500, 42.000000, 41.870000, 42.106002
47.353500, 42.000000, 41.930000, 41.991704
57.753000, 42.000000, 41.930000, 42.095101
57.784500, 42.000000, 41.930000, 42.117370
44.444250, 42.000000, 42.000000, 42.065504
56.540250, 42.000000, 42.000000, 42.140623
56.540250, 42.000000, 42.000000, 42.143775
56.540250, 42.000000, 42.000000, 42.092792
45.078750, 42.000000, 42.060000, 42.102560
55.419750, 42.000000, 42.060000, 42.217065
55.392750, 42.000000, 42.060000, 42.195249
55.365750, 42.000000, 42.060000, 42.151371
55.338750, 42.000000, 42.060000, 42.159567
55.311750, 42.000000, 42.060000, 42.187787
43.823250, 42.000000, 42.120000, 42.187610
54.137250, 42.000000, 42.120000, 42.268807
42.621750, 42.000000, 42.180000, 42.246814
52.908750, 42.000000, 42.180000, 42.284134
52.827750, 42.000000, 42.180000, 42.270336
52.746750, 42.000000, 42.180000, 42.254501
52.665750, 42.000000, 42.180000, 42.262342
52.584750, 42.000000, 42.180000, 42.290208
52.503750, 42.000000, 42.180000, 42.289676
52.422750, 42.000000, 42.180000, 42.289144
52.341750, 42.000000, 42.180000, 42.288612
52.260750, 42.000000, 42.180000, 42.288080
52.179750, 42.000000, 42.180000, 42.287548
52.098750, 42.000000, 42.180000, 42.287016
52.017750, 42.000000, 42.180000, 42.286484
51.936750, 42.000000, 42.180000, 42.285952
51.855750, 42.000000, 42.180000, 42.285420
51.774750, 42.000000, 42.180000, 42.284888
51.693750, 42.000000, 42.180000, 42.284356
63.074250, 42.000000, 42.120000, 42.283824
41.190750, 42.000000, 42.180000, 42.201918
51.477750, 42.000000, 42.180000, 42.304576
51.396750, 42.000000, 42.180000, 42.326106
62.777250, 42.000000, 42.120000, 42.273501
52.355250, 42.000000, 42.120000, 42.171570
52.301250, 42.000000, 42.120000, 42.221251
52.247250, 42.000000, 42.120000, 42.264597
52.193250, 42.000000, 42.120000, 42.255869
52.139250, 42.000000, 42.120000, 42.227117
52.085250, 42.000000, 42.120000, 42.226763
52.031250, 42.000000, 42.120000, 42.226408
51.977250, 42.000000, 42.120000, 42.226053
51.923250, 42.000000, 42.120000, 42.225699
40.407750, 42.000000, 42.180000, 42.225344
50.694750, 42.000000, 42.180000, 42.306364
50.613750, 42.000000, 42.180000, 42.284194
50.532750, 42.000000, 42.180000, 42.239961
61.913250, 42.000000, 42.120000, 42.247802
51.491250, 42.000000, 42.120000, 42.194293
39.975750, 42.000000, 42.180000, 42.215577
50.262750, 42.000000, 42.180000, 42.340297
61.643250, 42.000000, 42.120000, 42.309754
51.221250, 42.000000, 42.120000, 42.155750
51.167250, 42.000000, 42.120000, 42.185407
51.113250, 42.000000, 42.120000, 42.257150
51.059250, 42.000000, 42.120000, 42.248422
62.466750, 42.000000, 42.060000, 42.219670
52.071750, 42.000000, 42.060000, 42.137941
40.583250, 42.000000, 42.120000, 42.159402
62.358750, 42.000000, 42.060000, 42.284300
51.963750, 42.000000, 42.060000, 42.172559
63.398250, 42.000000, 42.000000, 42.121922
41.568750, 42.000000, 42.060000, 42.092444
63.371250, 42.000000, 42.000000, 42.215482
41.541750, 42.000000, 42.060000, 42.127594
63.344250, 42.000000, 42.000000, 42.178534
52.976250, 42.000000, 42.000000, 42.099019
52.976250, 42.000000, 42.000000, 42.096982
52.976250, 42.000000, 42.000000, 42.120658
66.348000, 42.000000, 41.930000, 42.140682
54.283500, 42.000000, 41.930000, 42.017348
54.315000, 42.000000, 41.930000, 42.042800
65.808000, 42.000000, 41.870000, 42.093990
55.498500, 42.000000, 41.870000, 42.003054
55.557000, 42.000000, 41.870000, 41.991947
55.615500, 42.000000, 41.870000, 42.036031
55.674000, 42.000000, 41.870000, 42.028042
55.732500, 42.000000, 41.870000, 42.000029
55.791000, 42.000000, 41.870000, 42.000413
55.849500, 42.000000, 41.870000, 42.000798
55.908000, 42.000000, 41.870000, 42.001182
44.505000, 42.000000, 41.930000, 42.001566
41.532750, 42.000000, 42.000000, 42.083325
53.628750, 42.000000, 42.000000, 42.156830
53.628750, 42.000000, 42.000000, 42.087885
53.628750, 42.000000, 42.000000, 42.045274
42.167250, 42.000000, 42.060000, 42.083440
52.508250, 42.000000, 42.060000, 42.197945
52.481250, 42.000000, 42.060000, 42.176129
52.454250, 42.000000, 42.060000, 42.132251
52.427250, 42.000000, 42.060000, 42.140447
52.400250, 42.000000, 42.060000, 42.168667
40.911750, 42.000000, 42.120000, 42.168489
51.225750, 42.000000, 42.120000, 42.249687
51.171750, 42.000000, 42.120000, 42.227693
39.656250, 42.000000, 42.180000, 42.183638
49.943250, 42.000000, 42.180000, 42.273031
49.862250, 42.000000, 42.180000, 42.279258
49.781250, 42.000000, 42.180000, 42.235026
49.700250, 42.000000, 42.180000, 42.242867
61.080750, 42.000000, 42.120000, 42.270732
50.658750, 42.000000, 42.120000, 42.188826
50.604750, 42.000000, 42.120000, 42.210110
50.550750, 42.000000, 42.120000, 42.253456
50.496750, 42.000000, 42.120000, 42.244728
38.981250, 42.000000, 42.180000, 42.215976
49.268250, 42.000000, 42.180000, 42.296996
49.187250, 42.000000, 42.180000, 42.274825
49.106250, 42.000000, 42.180000, 42.230593
49.025250, 42.000000, 42.180000, 42.238434
48.944250, 42.000000, 42.180000, 42.266300
48.863250, 42.000000, 42.180000, 42.265768
48.782250, 42.000000, 42.180000, 42.265236
60.162750, 42.000000, 42.120000, 42.264704
49.740750, 42.000000, 42.120000, 42.182797
61.148250, 42.000000, 42.060000, 42.204081
62.214750, 42.000000, 42.000000, 42.166052
65.218500, 42.000000, 41.930000, 42.097766
53.154000, 42.000000, 41.930000, 42.039770
64.647000, 42.000000, 41.870000, 42.100550
54.337500, 42.000000, 41.870000, 42.033595
65.857500, 42.000000, 41.810000, 42.017452
55.575000, 42.000000, 41.810000, 41.947032
55.660500, 42.000000, 41.810000, 41.960859
55.746000, 42.000000, 41.810000, 41.976724
44.370000, 42.000000, 41.870000, 41.968912
54.796500, 42.000000, 41.870000, 42.022451
54.855000, 42.000000, 41.870000, 42.001196
43.452000, 42.000000, 41.930000, 41.957880
53.851500, 42.000000, 41.930000, 42.048012
40.511250, 42.000000, 42.000000, 42.054978
52.607250, 42.000000, 42.000000, 42.106421
52.607250, 42.000000, 42.000000, 42.089549
52.607250, 42.000000, 42.000000, 42.066963
41.145750, 42.000000, 42.060000, 42.076731
51.486750, 42.000000, 42.060000, 42.191236
39.998250, 42.000000, 42.120000, 42.169420
61.773750, 42.000000, 42.060000, 42.206917
39.917250, 42.000000, 42.120000, 42.111922
50.231250, 42.000000, 42.120000, 42.199455
50.177250, 42.000000, 42.120000, 42.229535
50.123250, 42.000000, 42.120000, 42.205505
50.069250, 42.000000, 42.120000, 42.185126
50.015250, 42.000000, 42.120000, 42.213168
38.499750, 42.000000, 42.180000, 42.212814
48.786750, 42.000000, 42.180000, 42.293834
48.705750, 42.000000, 42.180000, 42.271663
48.624750, 42.000000, 42.180000, 42.227431
60.005250, 42.000000, 42.120000, 42.235272
49.583250, 42.000000, 42.120000, 42.181763
60.990750, 42.000000, 42.060000, 42.203047
50.595750, 42.000000, 42.060000, 42.165018
50.568750, 42.000000, 42.060000, 42.178106
50.541750, 42.000000, 42.060000, 42.193232
50.514750, 42.000000, 42.060000, 42.184682
50.487750, 42.000000, 42.060000, 42.156107
61.922250, 42.000000, 42.000000, 42.155930
51.554250, 42.000000, 42.000000, 42.074378
51.554250, 42.000000, 42.000000, 42.096016
51.554250, 42.000000, 42.000000, 42.139717
51.554250, 42.000000, 42.000000, 42.131344
51.554250, 42.000000, 42.000000, 42.102946
51.554250, 42.000000, 42.000000, 42.102946
51.554250, 42.000000, 42.000000, 42.102946
0.000000, 37.000000, 42.000000, 42.102946
100.000000, 37.000000, 42.000000, 42.102946
97.750000, 37.000000, 42.000000, 42.102946
95.500000, 37.000000, 42.000000, 41.905583
93.250000, 37.000000, 42.000000, 42.147205
91.000000, 37.000000, 42.000000, 42.412486
88.750000, 37.000000, 42.000000, 42.397710
86.500000, 37.000000, 42.000000, 42.382934
84.250000, 37.000000, 42.000000, 42.368158
82.000000, 37.000000, 42.000000, 42.353381
68.288500, 37.000000, 42.060000, 42.338605
76.379500, 37.000000, 42.060000, 42.405204
62.641000, 37.000000, 42.120000, 42.368611
70.705000, 37.000000, 42.120000, 42.391332
56.939500, 37.000000, 42.180000, 42.362936
64.976500, 37.000000, 42.180000, 42.413876
49.273750, 37.000000, 42.250000, 42.385303
47.545750, 37.000000, 42.310000, 42.449629
44.062750, 37.000000, 42.370000, 42.498616
40.552750, 37.000000, 42.430000, 42.520073
35.105500, 37.000000, 42.500000, 42.530008
33.265000, 37.000000, 42.560000, 42.585062
41.131000, 37.000000, 42.560000, 42.618008
15.706000, 37.000000, 42.680000, 42.565725
20.514250, 37.000000, 42.750000, 42.706508
30.022750, 37.000000, 42.750000, 42.782885
15.973750, 37.000000, 42.810000, 42.681644
23.727250, 37.000000, 42.810000, 42.711789
9.651250, 37.000000, 42.870000, 42.739543
17.377750, 37.000000, 42.870000, 42.793178
14.736250, 37.000000, 42.870000, 42.762565
12.094750, 37.000000, 42.870000, 42.729915
20.914750, 37.000000, 42.810000, 42.720940
7.932250, 37.000000, 42.810000, 42.650616
16.779250, 37.000000, 42.750000, 42.655084
17.195500, 37.000000, 42.680000, 42.600240
14.005000, 37.000000, 42.620000, 42.501576
12.569500, 37.000000, 42.560000, 42.443964
11.161000, 37.000000, 42.500000, 42.410230
11.689750, 37.000000, 42.430000, 42.339597
8.611750, 37.000000, 42.370000, 42.252242
18.750250, 37.000000, 42.250000, 42.186996
9.023500, 37.000000, 42.180000, 42.044229
17.519500, 37.000000, 42.060000, 41.982588
0.000000, 37.000000, 42.060000, 41.875673
22.556250, 37.000000, 41.930000, 41.909838
20.796750, 37.000000, 41.810000, 41.739410
9.357750, 37.000000, 41.750000, 41.580129
21.685500, 37.000000, 41.620000, 41.580753
20.065500, 37.000000, 41.500000, 41.481301
10.676250, 37.000000, 41.430000, 41.317209
19.509750, 37.000000, 41.310000, 41.281767
21.667500, 37.000000, 41.180000, 41.172033
20.245500, 37.000000, 41.060000, 40.998972
22.515750, 37.000000, 40.930000, 40.891591
21.206250, 37.000000, 40.810000, 40.791366
23.589000, 37.000000, 40.680000, 40.676351
22.392000, 37.000000, 40.560000, 40.548467
36.348750, 37.000000, 40.370000, 40.434191
24.923250, 37.000000, 40.250000, 40.225672
27.558000, 37.000000, 40.120000, 40.133950
26.613000, 37.000000, 40.000000, 40.051422
29.360250, 37.000000, 39.870000, 39.930427
28.527750, 37.000000, 39.750000, 39.776540
31.387500, 37.000000, 39.620000, 39.664658
30.667500, 37.000000, 39.500000, 39.539907
33.639750, 37.000000, 39.370000, 39.428763
