u(k), yzad(k), y(k), y_simulation(k)
88.354250, 42.000000, 35.120000, 35.479504
87.353000, 42.000000, 35.250000, 35.544876
78.470000, 42.000000, 35.430000, 35.634795
87.697250, 42.000000, 35.560000, 35.852624
76.764500, 42.000000, 35.750000, 35.995423
89.486000, 42.000000, 35.870000, 36.169093
76.685750, 42.000000, 36.060000, 36.273752
75.896000, 42.000000, 36.250000, 36.471226
76.931000, 42.000000, 36.430000, 36.678586
74.246750, 42.000000, 36.620000, 36.839467
73.205000, 42.000000, 36.810000, 36.993622
85.449500, 42.000000, 36.930000, 37.184024
65.449500, 42.000000, 37.180000, 37.270248
74.523750, 42.000000, 37.370000, 37.554337
73.144500, 42.000000, 37.560000, 37.765146
85.051500, 42.000000, 37.680000, 37.910720
71.436750, 42.000000, 37.870000, 37.984345
58.371000, 42.000000, 38.120000, 38.217973
78.371000, 42.000000, 38.250000, 38.529756
79.599500, 42.000000, 38.370000, 38.595659
65.674250, 42.000000, 38.560000, 38.623832
63.759500, 42.000000, 38.750000, 38.878665
63.669500, 42.000000, 38.930000, 39.126749
71.321750, 42.000000, 39.060000, 39.251845
72.185750, 42.000000, 39.180000, 39.317238
57.896000, 42.000000, 39.370000, 39.427130
67.078250, 42.000000, 39.500000, 39.670233
67.744250, 42.000000, 39.620000, 39.801728
64.718000, 42.000000, 39.750000, 39.864870
76.733000, 42.000000, 39.810000, 39.993563
65.163500, 42.000000, 39.930000, 40.055369
61.997750, 42.000000, 40.060000, 40.186542
62.411750, 42.000000, 40.180000, 40.356929
70.595000, 42.000000, 40.250000, 40.461028
72.017000, 42.000000, 40.310000, 40.468526
71.684000, 42.000000, 40.370000, 40.517362
57.952250, 42.000000, 40.500000, 40.609383
69.629750, 42.000000, 40.560000, 40.791736
69.184250, 42.000000, 40.620000, 40.828462
68.711750, 42.000000, 40.680000, 40.834540
66.302000, 42.000000, 40.750000, 40.901193
67.499000, 42.000000, 40.810000, 41.004593
55.479500, 42.000000, 40.930000, 41.057486
63.325250, 42.000000, 41.000000, 41.187900
64.409750, 42.000000, 41.060000, 41.237188
63.739250, 42.000000, 41.120000, 41.250375
63.041750, 42.000000, 41.180000, 41.307048
60.407000, 42.000000, 41.250000, 41.392248
61.379000, 42.000000, 41.310000, 41.465773
72.057500, 42.000000, 41.310000, 41.517189
52.057500, 42.000000, 41.430000, 41.483376
59.678250, 42.000000, 41.500000, 41.642630
71.999250, 42.000000, 41.500000, 41.737477
60.762750, 42.000000, 41.560000, 41.664708
59.867250, 42.000000, 41.620000, 41.720478
70.406250, 42.000000, 41.620000, 41.848077
59.115750, 42.000000, 41.680000, 41.816992
56.256000, 42.000000, 41.750000, 41.864162
68.464500, 42.000000, 41.750000, 41.975176
68.577000, 42.000000, 41.750000, 41.935367
57.228000, 42.000000, 41.810000, 41.893495
67.681500, 42.000000, 41.810000, 42.013775
56.305500, 42.000000, 41.870000, 42.025828
66.732000, 42.000000, 41.870000, 42.064064
66.790500, 42.000000, 41.870000, 42.051182
55.387500, 42.000000, 41.930000, 42.036263
65.787000, 42.000000, 41.930000, 42.126395
65.818500, 42.000000, 41.930000, 42.133361
52.478250, 42.000000, 42.000000, 42.089867
64.574250, 42.000000, 42.000000, 42.193384
53.112750, 42.000000, 42.060000, 42.196536
63.453750, 42.000000, 42.060000, 42.226927
63.426750, 42.000000, 42.060000, 42.214880
51.938250, 42.000000, 42.120000, 42.204132
62.252250, 42.000000, 42.120000, 42.293703
50.736750, 42.000000, 42.180000, 42.300107
61.023750, 42.000000, 42.180000, 42.337427
60.942750, 42.000000, 42.180000, 42.323629
60.861750, 42.000000, 42.180000, 42.307794
47.409000, 42.000000, 42.250000, 42.315635
59.392500, 42.000000, 42.250000, 42.438438
59.280000, 42.000000, 42.250000, 42.412454
47.706000, 42.000000, 42.310000, 42.360731
57.934500, 42.000000, 42.310000, 42.451135
57.795000, 42.000000, 42.310000, 42.461711
57.655500, 42.000000, 42.310000, 42.417094
57.516000, 42.000000, 42.310000, 42.424551
45.915000, 42.000000, 42.370000, 42.452033
65.915000, 42.000000, 42.310000, 42.532491
55.407500, 42.000000, 42.310000, 42.428384
55.268000, 42.000000, 42.310000, 42.405407
55.128500, 42.000000, 42.310000, 42.450197
54.989000, 42.000000, 42.310000, 42.464751
66.311000, 42.000000, 42.250000, 42.435437
55.830500, 42.000000, 42.250000, 42.353146
55.718000, 42.000000, 42.250000, 42.374046
55.605500, 42.000000, 42.250000, 42.417008
55.493000, 42.000000, 42.250000, 42.407896
55.380500, 42.000000, 42.250000, 42.378760
55.268000, 42.000000, 42.250000, 42.378021
55.155500, 42.000000, 42.250000, 42.377282
68.414750, 42.000000, 42.180000, 42.376543
56.237750, 42.000000, 42.180000, 42.280867
56.156750, 42.000000, 42.180000, 42.305581
67.537250, 42.000000, 42.120000, 42.356032
57.115250, 42.000000, 42.120000, 42.264357
57.061250, 42.000000, 42.120000, 42.252511
45.545750, 42.000000, 42.180000, 42.295857
65.545750, 42.000000, 42.120000, 42.368504
45.545750, 42.000000, 42.180000, 42.236561
55.832750, 42.000000, 42.180000, 42.295520
55.751750, 42.000000, 42.180000, 42.318729
55.670750, 42.000000, 42.180000, 42.296942
42.218000, 42.000000, 42.250000, 42.281545
54.201500, 42.000000, 42.250000, 42.404347
54.089000, 42.000000, 42.250000, 42.378363
53.976500, 42.000000, 42.250000, 42.326641
53.864000, 42.000000, 42.250000, 42.335670
53.751500, 42.000000, 42.250000, 42.368062
42.177500, 42.000000, 42.310000, 42.367323
52.406000, 42.000000, 42.310000, 42.447959
52.266500, 42.000000, 42.310000, 42.425404
52.127000, 42.000000, 42.310000, 42.380788
51.987500, 42.000000, 42.310000, 42.388244
51.848000, 42.000000, 42.310000, 42.415726
51.708500, 42.000000, 42.310000, 42.414810
51.569000, 42.000000, 42.310000, 42.413893
62.891000, 42.000000, 42.250000, 42.412977
52.410500, 42.000000, 42.250000, 42.330687
52.298000, 42.000000, 42.250000, 42.351586
65.557250, 42.000000, 42.180000, 42.394548
53.380250, 42.000000, 42.180000, 42.290499
53.299250, 42.000000, 42.180000, 42.286815
64.679750, 42.000000, 42.120000, 42.337267
54.257750, 42.000000, 42.120000, 42.245592
54.203750, 42.000000, 42.120000, 42.233745
65.611250, 42.000000, 42.060000, 42.277091
55.216250, 42.000000, 42.060000, 42.186989
55.189250, 42.000000, 42.060000, 42.180053
55.162250, 42.000000, 42.060000, 42.223576
55.135250, 42.000000, 42.060000, 42.215025
55.108250, 42.000000, 42.060000, 42.186451
55.081250, 42.000000, 42.060000, 42.186273
55.054250, 42.000000, 42.060000, 42.186096
55.027250, 42.000000, 42.060000, 42.185919
55.000250, 42.000000, 42.060000, 42.185741
54.973250, 42.000000, 42.060000, 42.185564
54.946250, 42.000000, 42.060000, 42.185387
54.919250, 42.000000, 42.060000, 42.185210
43.430750, 42.000000, 42.120000, 42.185032
53.744750, 42.000000, 42.120000, 42.266230
53.690750, 42.000000, 42.120000, 42.244236
53.636750, 42.000000, 42.120000, 42.200181
53.582750, 42.000000, 42.120000, 42.208200
53.528750, 42.000000, 42.120000, 42.236242
53.474750, 42.000000, 42.120000, 42.235888
53.420750, 42.000000, 42.120000, 42.235533
53.366750, 42.000000, 42.120000, 42.235179
53.312750, 42.000000, 42.120000, 42.234824
53.258750, 42.000000, 42.120000, 42.234469
53.204750, 42.000000, 42.120000, 42.234115
53.150750, 42.000000, 42.120000, 42.233760
53.096750, 42.000000, 42.120000, 42.233405
53.042750, 42.000000, 42.120000, 42.233051
52.988750, 42.000000, 42.120000, 42.232696
52.934750, 42.000000, 42.120000, 42.232341
64.342250, 42.000000, 42.060000, 42.231987
53.947250, 42.000000, 42.060000, 42.150258
42.458750, 42.000000, 42.120000, 42.171719
52.772750, 42.000000, 42.120000, 42.296617
52.718750, 42.000000, 42.120000, 42.266250
52.664750, 42.000000, 42.120000, 42.193798
52.610750, 42.000000, 42.120000, 42.201816
52.556750, 42.000000, 42.120000, 42.229859
52.502750, 42.000000, 42.120000, 42.229504
40.987250, 42.000000, 42.180000, 42.229150
51.274250, 42.000000, 42.180000, 42.310170
51.193250, 42.000000, 42.180000, 42.287999
62.573750, 42.000000, 42.120000, 42.243767
52.151750, 42.000000, 42.120000, 42.170233
52.097750, 42.000000, 42.120000, 42.219915
63.505250, 42.000000, 42.060000, 42.263260
53.110250, 42.000000, 42.060000, 42.173158
53.083250, 42.000000, 42.060000, 42.166222
53.056250, 42.000000, 42.060000, 42.209745
53.029250, 42.000000, 42.060000, 42.201195
64.463750, 42.000000, 42.000000, 42.172620
54.095750, 42.000000, 42.000000, 42.091068
54.095750, 42.000000, 42.000000, 42.112707
67.467500, 42.000000, 41.930000, 42.156407
55.403000, 42.000000, 41.930000, 42.053097
55.434500, 42.000000, 41.930000, 42.050152
55.466000, 42.000000, 41.930000, 42.101342
55.497500, 42.000000, 41.930000, 42.091781
55.529000, 42.000000, 41.930000, 42.058857
55.560500, 42.000000, 41.930000, 42.059064
55.592000, 42.000000, 41.930000, 42.059271
55.623500, 42.000000, 41.930000, 42.059478
55.655000, 42.000000, 41.930000, 42.059685
42.314750, 42.000000, 42.000000, 42.059892
54.410750, 42.000000, 42.000000, 42.155036
54.410750, 42.000000, 42.000000, 42.129791
54.410750, 42.000000, 42.000000, 42.078807
42.949250, 42.000000, 42.060000, 42.088575
62.949250, 42.000000, 42.000000, 42.203080
52.581250, 42.000000, 42.000000, 42.099890
52.581250, 42.000000, 42.000000, 42.077828
52.581250, 42.000000, 42.000000, 42.123001
52.581250, 42.000000, 42.000000, 42.138088
41.119750, 42.000000, 42.060000, 42.109691
51.460750, 42.000000, 42.060000, 42.191065
51.433750, 42.000000, 42.060000, 42.169249
51.406750, 42.000000, 42.060000, 42.125372
51.379750, 42.000000, 42.060000, 42.133567
51.352750, 42.000000, 42.060000, 42.161788
51.325750, 42.000000, 42.060000, 42.161610
51.298750, 42.000000, 42.060000, 42.161433
51.271750, 42.000000, 42.060000, 42.161256
51.244750, 42.000000, 42.060000, 42.161078
51.217750, 42.000000, 42.060000, 42.160901
51.190750, 42.000000, 42.060000, 42.160724
51.163750, 42.000000, 42.060000, 42.160546
51.136750, 42.000000, 42.060000, 42.160369
51.109750, 42.000000, 42.060000, 42.160192
51.082750, 42.000000, 42.060000, 42.160014
62.517250, 42.000000, 42.000000, 42.159837
42.517250, 42.000000, 42.060000, 42.078285
62.517250, 42.000000, 42.000000, 42.181298
52.149250, 42.000000, 42.000000, 42.121808
52.149250, 42.000000, 42.000000, 42.098377
52.149250, 42.000000, 42.000000, 42.120164
65.521000, 42.000000, 41.930000, 42.135251
45.521000, 42.000000, 42.000000, 42.011917
65.521000, 42.000000, 41.930000, 42.132306
53.456500, 42.000000, 41.930000, 42.063107
53.488000, 42.000000, 41.930000, 42.048619
53.519500, 42.000000, 41.930000, 42.070405
53.551000, 42.000000, 41.930000, 42.078998
53.582500, 42.000000, 41.930000, 42.046074
53.614000, 42.000000, 41.930000, 42.046281
53.645500, 42.000000, 41.930000, 42.046488
53.677000, 42.000000, 41.930000, 42.046695
65.170000, 42.000000, 41.870000, 42.046902
54.860500, 42.000000, 41.870000, 41.965734
54.919000, 42.000000, 41.870000, 41.987757
54.977500, 42.000000, 41.870000, 42.031841
66.497500, 42.000000, 41.810000, 42.023853
46.497500, 42.000000, 41.870000, 41.914465
56.924000, 42.000000, 41.870000, 42.018039
56.982500, 42.000000, 41.870000, 42.040485
57.041000, 42.000000, 41.870000, 41.995473
68.561000, 42.000000, 41.810000, 41.980609
58.278500, 42.000000, 41.810000, 41.928016
58.364000, 42.000000, 41.810000, 41.950216
58.449500, 42.000000, 41.810000, 41.994478
58.535000, 42.000000, 41.810000, 41.986667
58.620500, 42.000000, 41.810000, 41.958831
58.706000, 42.000000, 41.810000, 41.959392
58.791500, 42.000000, 41.810000, 41.959954
58.877000, 42.000000, 41.810000, 41.960515
47.501000, 42.000000, 41.870000, 41.961077
67.501000, 42.000000, 41.810000, 42.043013
47.501000, 42.000000, 41.870000, 41.940384
57.927500, 42.000000, 41.870000, 42.000258
57.986000, 42.000000, 41.870000, 42.023849
46.583000, 42.000000, 41.930000, 42.002063
56.982500, 42.000000, 41.930000, 42.068574
57.014000, 42.000000, 41.930000, 42.075540
43.673750, 42.000000, 42.000000, 42.032046
55.769750, 42.000000, 42.000000, 42.135563
44.308250, 42.000000, 42.060000, 42.138715
54.649250, 42.000000, 42.060000, 42.169106
54.622250, 42.000000, 42.060000, 42.157059
54.595250, 42.000000, 42.060000, 42.146311
54.568250, 42.000000, 42.060000, 42.154507
43.079750, 42.000000, 42.120000, 42.182727
53.393750, 42.000000, 42.120000, 42.263924
53.339750, 42.000000, 42.120000, 42.241931
53.285750, 42.000000, 42.120000, 42.197876
53.231750, 42.000000, 42.120000, 42.205895
41.716250, 42.000000, 42.180000, 42.233937
52.003250, 42.000000, 42.180000, 42.314957
51.922250, 42.000000, 42.180000, 42.292787
51.841250, 42.000000, 42.180000, 42.248554
51.760250, 42.000000, 42.180000, 42.256395
51.679250, 42.000000, 42.180000, 42.284261
51.598250, 42.000000, 42.180000, 42.283729
51.517250, 42.000000, 42.180000, 42.283197
31.517250, 37.000000, 42.180000, 42.282665
51.517250, 37.000000, 42.180000, 42.282133
49.186250, 37.000000, 42.180000, 42.281601
58.316750, 37.000000, 42.120000, 42.204814
45.644750, 37.000000, 42.120000, 42.145226
43.340750, 37.000000, 42.120000, 42.212897
41.036750, 37.000000, 42.120000, 42.241466
38.732750, 37.000000, 42.120000, 42.217963
36.428750, 37.000000, 42.120000, 42.174434
34.124750, 37.000000, 42.120000, 42.159304
31.820750, 37.000000, 42.120000, 42.144173
29.516750, 37.000000, 42.120000, 42.129042
38.674250, 37.000000, 42.060000, 42.113911
26.029250, 37.000000, 42.060000, 42.017405
23.752250, 37.000000, 42.060000, 42.024091
32.936750, 37.000000, 42.000000, 42.052837
20.318750, 37.000000, 42.000000, 41.948136
31.440500, 37.000000, 41.930000, 41.926601
17.126000, 37.000000, 41.930000, 41.860588
14.907500, 37.000000, 41.930000, 41.862891
24.150500, 37.000000, 41.870000, 41.870908
23.052500, 37.000000, 41.810000, 41.765196
10.520000, 37.000000, 41.810000, 41.657937
19.817000, 37.000000, 41.750000, 41.709061
20.683250, 37.000000, 41.680000, 41.648799
17.942750, 37.000000, 41.620000, 41.524693
16.957250, 37.000000, 41.560000, 41.470036
15.998750, 37.000000, 41.500000, 41.439258
16.977500, 37.000000, 41.430000, 41.371580
14.349500, 37.000000, 41.370000, 41.287180
24.938000, 37.000000, 41.250000, 41.224889
15.661250, 37.000000, 41.180000, 41.085077
24.607250, 37.000000, 41.060000, 41.026392
26.877500, 37.000000, 40.930000, 40.922432
25.568000, 37.000000, 40.810000, 40.783240
27.950750, 37.000000, 40.680000, 40.676598
26.753750, 37.000000, 40.560000, 40.577112
29.249000, 37.000000, 40.430000, 40.462835
28.164500, 37.000000, 40.310000, 40.335691
30.772250, 37.000000, 40.180000, 40.222153
18.338750, 37.000000, 40.120000, 40.095747
29.489750, 37.000000, 40.000000, 40.064323
32.237000, 37.000000, 39.870000, 39.930403
19.943000, 37.000000, 39.810000, 39.757267
33.143750, 37.000000, 39.680000, 39.731794
20.935250, 37.000000, 39.620000, 39.618358
32.311250, 37.000000, 39.500000, 39.544711
23.822000, 37.000000, 39.430000, 39.420641
33.555500, 37.000000, 39.310000, 39.358754
23.241500, 37.000000, 39.250000, 39.231569
25.232750, 37.000000, 39.180000, 39.192485
23.617250, 37.000000, 39.120000, 39.133375
23.756750, 37.000000, 39.060000, 39.064627
23.923250, 37.000000, 39.000000, 38.984442
26.027000, 37.000000, 38.930000, 38.924153
24.524000, 37.000000, 38.870000, 38.847141
24.776000, 37.000000, 38.810000, 38.792238
25.055000, 37.000000, 38.750000, 38.741189
13.899500, 37.000000, 38.750000, 38.681638
26.483750, 37.000000, 38.680000, 38.700302
25.093250, 37.000000, 38.620000, 38.607124
13.996250, 37.000000, 38.620000, 38.509259
24.728750, 37.000000, 38.560000, 38.548696
25.120250, 37.000000, 38.500000, 38.496466
27.449000, 37.000000, 38.430000, 38.390617
26.171000, 37.000000, 38.370000, 38.328188
26.648000, 37.000000, 38.310000, 38.303160
15.690500, 37.000000, 38.310000, 38.253589
35.690500, 37.000000, 38.180000, 38.276891
24.157000, 37.000000, 38.120000, 38.098905
24.746500, 37.000000, 38.060000, 38.024156
25.363000, 37.000000, 38.000000, 38.011151
14.545000, 37.000000, 38.000000, 37.962218
34.545000, 37.000000, 37.870000, 37.954701
14.545000, 37.000000, 37.870000, 37.782364
25.615000, 37.000000, 37.810000, 37.789906
26.344000, 37.000000, 37.750000, 37.755467
29.010250, 37.000000, 37.680000, 37.674122
28.069750, 37.000000, 37.620000, 37.588601
17.422750, 37.000000, 37.620000, 37.565789
28.605250, 37.000000, 37.560000, 37.599809
29.446750, 37.000000, 37.500000, 37.522136
32.225500, 37.000000, 37.430000, 37.419242
31.397500, 37.000000, 37.370000, 37.359769
20.863000, 37.000000, 37.370000, 37.337696
40.863000, 37.000000, 37.250000, 37.372455
33.386250, 37.000000, 37.180000, 37.214146
21.209250, 37.000000, 37.180000, 37.120244
32.589750, 37.000000, 37.120000, 37.193408
33.629250, 37.000000, 37.060000, 37.138190
34.695750, 37.000000, 37.000000, 37.011536
24.327750, 37.000000, 37.000000, 36.962192
37.699500, 37.000000, 36.930000, 37.019158
25.635000, 37.000000, 36.930000, 36.931151
37.128000, 37.000000, 36.870000, 36.919833
26.818500, 37.000000, 36.870000, 36.861251
38.338500, 37.000000, 36.810000, 36.873506
39.517500, 37.000000, 36.750000, 36.803085
29.262000, 37.000000, 36.750000, 36.735538
42.746250, 37.000000, 36.680000, 36.773218
30.794250, 37.000000, 36.680000, 36.714347
42.399750, 37.000000, 36.620000, 36.703768
43.664250, 37.000000, 36.560000, 36.645925
33.494250, 37.000000, 36.560000, 36.577544
45.153750, 37.000000, 36.500000, 36.611053
35.010750, 37.000000, 36.500000, 36.566306
23.774250, 37.000000, 36.560000, 36.552652
43.774250, 37.000000, 36.500000, 36.650807
33.631250, 37.000000, 36.500000, 36.540721
22.394750, 37.000000, 36.560000, 36.491740
32.960750, 37.000000, 36.560000, 36.618903
33.158750, 37.000000, 36.560000, 36.613036
33.356750, 37.000000, 36.560000, 36.542239
33.554750, 37.000000, 36.560000, 36.551912
45.214250, 37.000000, 36.500000, 36.581610
25.214250, 37.000000, 36.560000, 36.501535
35.780250, 37.000000, 36.560000, 36.606026
47.439750, 37.000000, 36.500000, 36.629388
37.296750, 37.000000, 36.500000, 36.503383
37.521750, 37.000000, 36.500000, 36.510870
37.746750, 37.000000, 36.500000, 36.584445
37.971750, 37.000000, 36.500000, 36.577550
38.196750, 37.000000, 36.500000, 36.550630
38.421750, 37.000000, 36.500000, 36.552107
38.646750, 37.000000, 36.500000, 36.553585
38.871750, 37.000000, 36.500000, 36.555063
52.468500, 37.000000, 36.430000, 36.556540
32.468500, 37.000000, 36.500000, 36.463081
44.789500, 37.000000, 36.500000, 36.584948
45.014500, 37.000000, 36.500000, 36.612164
45.239500, 37.000000, 36.500000, 36.572839
45.464500, 37.000000, 36.500000, 36.565228
45.689500, 37.000000, 36.500000, 36.599836
45.914500, 37.000000, 36.500000, 36.601314
46.139500, 37.000000, 36.500000, 36.602792
46.364500, 37.000000, 36.500000, 36.604269
35.128000, 37.000000, 36.560000, 36.605747
45.694000, 37.000000, 36.560000, 36.688599
34.430500, 37.000000, 36.620000, 36.668261
44.969500, 37.000000, 36.620000, 36.707235
33.679000, 37.000000, 36.680000, 36.695093
30.819250, 37.000000, 36.750000, 36.762287
43.027750, 37.000000, 36.750000, 36.844904
31.678750, 37.000000, 36.810000, 36.805095
30.670750, 37.000000, 36.870000, 36.844598
29.635750, 37.000000, 36.930000, 36.943061
40.035250, 37.000000, 36.930000, 36.992611
40.066750, 37.000000, 36.930000, 36.935852
40.098250, 37.000000, 36.930000, 36.929129
26.758000, 37.000000, 37.000000, 36.966106
38.854000, 37.000000, 37.000000, 37.089648
38.854000, 37.000000, 37.000000, 37.064403
38.854000, 37.000000, 37.000000, 37.013419
38.854000, 37.000000, 37.000000, 37.023187
38.854000, 37.000000, 37.000000, 37.056318
38.854000, 37.000000, 37.000000, 37.056318
38.854000, 37.000000, 37.000000, 37.056318
38.854000, 37.000000, 37.000000, 37.056318
27.392500, 37.000000, 37.060000, 37.056318
37.733500, 37.000000, 37.060000, 37.137692
37.706500, 37.000000, 37.060000, 37.115876
49.141000, 37.000000, 37.000000, 37.071999
38.773000, 37.000000, 37.000000, 36.998820
38.773000, 37.000000, 37.000000, 37.048856
38.773000, 37.000000, 37.000000, 37.092556
27.311500, 37.000000, 37.060000, 37.084183
47.311500, 37.000000, 37.000000, 37.137160
27.311500, 37.000000, 37.060000, 37.033970
37.652500, 37.000000, 37.060000, 37.093283
37.625500, 37.000000, 37.060000, 37.116640
37.598500, 37.000000, 37.060000, 37.094853
37.571500, 37.000000, 37.060000, 37.079662
37.544500, 37.000000, 37.060000, 37.107882
37.517500, 37.000000, 37.060000, 37.107705
26.029000, 37.000000, 37.120000, 37.107528
46.029000, 37.000000, 37.060000, 37.188725
26.029000, 37.000000, 37.120000, 37.085357
46.029000, 37.000000, 37.060000, 37.144493
35.634000, 37.000000, 37.060000, 37.086401
24.145500, 37.000000, 37.120000, 37.086431
44.145500, 37.000000, 37.060000, 37.189592
33.750500, 37.000000, 37.060000, 37.101385
33.723500, 37.000000, 37.060000, 37.050749
33.696500, 37.000000, 37.060000, 37.095848
33.669500, 37.000000, 37.060000, 37.110832
33.642500, 37.000000, 37.060000, 37.082257
33.615500, 37.000000, 37.060000, 37.082080
33.588500, 37.000000, 37.060000, 37.081903
33.561500, 37.000000, 37.060000, 37.081725
44.996000, 37.000000, 37.000000, 37.081548
34.628000, 37.000000, 37.000000, 36.999996
34.628000, 37.000000, 37.000000, 37.021635
34.628000, 37.000000, 37.000000, 37.065335
47.999750, 37.000000, 36.930000, 37.056962
27.999750, 37.000000, 37.000000, 36.933627
47.999750, 37.000000, 36.930000, 37.054017
35.935250, 37.000000, 36.930000, 36.984818
35.966750, 37.000000, 36.930000, 36.970329
35.998250, 37.000000, 36.930000, 36.992116
36.029750, 37.000000, 36.930000, 37.000709
36.061250, 37.000000, 36.930000, 36.967785
36.092750, 37.000000, 36.930000, 36.967992
47.585750, 37.000000, 36.870000, 36.968199
27.585750, 37.000000, 36.930000, 36.887031
47.585750, 37.000000, 36.870000, 36.990428
27.585750, 37.000000, 36.930000, 36.931322
37.985250, 37.000000, 36.930000, 36.989426
38.016750, 37.000000, 36.930000, 36.989397
38.048250, 37.000000, 36.930000, 36.967610
24.708000, 37.000000, 37.000000, 36.952644
36.804000, 37.000000, 37.000000, 37.076185
36.804000, 37.000000, 37.000000, 37.050940
36.804000, 37.000000, 37.000000, 36.999956
36.804000, 37.000000, 37.000000, 37.009725
36.804000, 37.000000, 37.000000, 37.042855
50.175750, 37.000000, 36.930000, 37.042855
38.111250, 37.000000, 36.930000, 36.947918
38.142750, 37.000000, 36.930000, 36.973370
38.174250, 37.000000, 36.930000, 37.024560
38.205750, 37.000000, 36.930000, 37.014999
38.237250, 37.000000, 36.930000, 36.982075
38.268750, 37.000000, 36.930000, 36.982282
38.300250, 37.000000, 36.930000, 36.982489
49.793250, 37.000000, 36.870000, 36.982696
39.483750, 37.000000, 36.870000, 36.901528
39.542250, 37.000000, 36.870000, 36.923551
39.600750, 37.000000, 36.870000, 36.967635
39.659250, 37.000000, 36.870000, 36.959647
39.717750, 37.000000, 36.870000, 36.931633
39.776250, 37.000000, 36.870000, 36.932018
39.834750, 37.000000, 36.870000, 36.932402
39.893250, 37.000000, 36.870000, 36.932786
39.951750, 37.000000, 36.870000, 36.933170
28.548750, 37.000000, 36.930000, 36.933554
38.948250, 37.000000, 36.930000, 37.015313
25.608000, 37.000000, 37.000000, 36.993881
37.704000, 37.000000, 37.000000, 37.045325
37.704000, 37.000000, 37.000000, 37.028453
37.704000, 37.000000, 37.000000, 37.005867
26.242500, 37.000000, 37.060000, 37.015635
36.583500, 37.000000, 37.060000, 37.130140
36.556500, 37.000000, 37.060000, 37.108324
36.529500, 37.000000, 37.060000, 37.064446
25.041000, 37.000000, 37.120000, 37.072642
35.355000, 37.000000, 37.120000, 37.182237
35.301000, 37.000000, 37.120000, 37.160243
35.247000, 37.000000, 37.120000, 37.116188
