u(k), y(k), y_simulation(k)
63.405249, 45.060000, 44.805192
63.115410, 45.060000, 44.808866
62.955332, 45.060000, 44.812190
63.408638, 45.000000, 44.815225
63.805484, 45.000000, 44.818032
64.147937, 45.000000, 44.820679
64.434423, 45.000000, 44.822636
64.661048, 45.000000, 44.823425
64.827034, 45.000000, 44.823126
65.534046, 44.930000, 44.822010
66.035517, 44.930000, 44.820378
66.365652, 44.930000, 44.818499
66.552318, 44.930000, 44.816079
66.617725, 44.930000, 44.812804
66.582929, 44.930000, 44.808802
66.473083, 44.930000, 44.804844
66.315572, 44.930000, 44.801667
66.134331, 44.930000, 44.799487
62.532663, 44.930000, 44.798293
59.362939, 44.930000, 44.797974
56.588936, 44.930000, 44.798369
54.182999, 44.930000, 44.799902
52.122938, 44.930000, 44.802953
50.384924, 44.930000, 44.807349
48.941806, 44.930000, 44.812734
47.165133, 45.000000, 44.818719
45.776216, 45.000000, 44.824943
44.717263, 45.000000, 44.831099
43.934239, 45.000000, 44.836949
43.377822, 45.000000, 44.842334
42.461836, 45.060000, 44.843743
41.740846, 45.060000, 44.848803
41.211222, 45.060000, 44.862912
40.921627, 45.060000, 44.880674
40.861240, 45.060000, 44.898982
40.477963, 45.120000, 44.916126
40.368187, 45.120000, 44.931265
40.456196, 45.120000, 44.943492
40.671191, 45.120000, 44.952264
40.955311, 45.120000, 44.957785
41.265205, 45.120000, 44.960544
41.570841, 45.120000, 44.961106
41.848634, 45.120000, 44.959469
42.079812, 45.120000, 44.955526
42.766122, 45.060000, 44.949550
43.258950, 45.060000, 44.942035
43.584522, 45.060000, 44.933600
43.767868, 45.060000, 44.924356
44.345155, 45.000000, 44.914379
44.695302, 45.000000, 44.904105
44.865221, 45.000000, 44.894000
45.496724, 44.930000, 44.884424
45.875256, 44.930000, 44.875609
46.572213, 44.870000, 44.867661
46.991700, 44.870000, 44.860594
47.709569, 44.810000, 44.854337
48.650001, 44.750000, 44.849279
49.239455, 44.750000, 44.845730
49.558727, 44.750000, 44.843500
50.271668, 44.680000, 44.842234
50.681424, 44.680000, 44.842059
51.374278, 44.620000, 44.843095
51.763886, 44.620000, 44.845037
51.923294, 44.620000, 44.848072
51.915503, 44.620000, 44.852373
51.794468, 44.620000, 44.858134
52.117500, 44.560000, 44.865395
52.275562, 44.560000, 44.874252
51.810469, 44.620000, 44.885188
51.412367, 44.620000, 44.898216
50.577442, 44.680000, 44.912792
49.955809, 44.680000, 44.928867
49.526675, 44.680000, 44.946405
48.671183, 44.750000, 44.965435
48.121754, 44.750000, 44.985876
47.828865, 44.750000, 45.007221
47.743483, 44.750000, 45.028910
47.305895, 44.810000, 45.050458
47.123141, 44.810000, 45.072019
47.142839, 44.810000, 45.093831
47.314420, 44.810000, 45.115243
47.076726, 44.870000, 45.135578
46.517129, 44.930000, 45.154160
46.219762, 44.930000, 45.170597
46.114206, 44.930000, 45.185084
46.140289, 44.930000, 45.197437
46.248010, 44.930000, 45.207572
45.802652, 45.000000, 45.215956
45.533623, 45.000000, 45.223199
44.884322, 45.060000, 45.229377
44.463787, 45.060000, 45.234516
44.223287, 45.060000, 45.239029
44.125258, 45.060000, 45.243404
44.136710, 45.060000, 45.247554
44.223999, 45.060000, 45.250814
44.357280, 45.060000, 45.252920
44.515036, 45.060000, 45.254159
44.683678, 45.060000, 45.254934
44.855624, 45.060000, 45.255605
45.022136, 45.060000, 45.255833
45.173402, 45.060000, 45.255234
45.298828, 45.060000, 45.253400
44.876084, 45.120000, 45.250106
45.059532, 45.060000, 45.245617
44.670032, 45.120000, 45.240332
44.360771, 45.120000, 45.234646
44.119734, 45.120000, 45.228889
43.938131, 45.120000, 45.223306
43.809151, 45.120000, 45.218063
43.727106, 45.120000, 45.213257
43.686910, 45.120000, 45.208940
43.683781, 45.120000, 45.205129
44.225961, 45.060000, 45.201809
44.663201, 45.060000, 45.198933
45.008135, 45.060000, 45.195912
45.272212, 45.060000, 45.192684
45.977964, 45.000000, 45.189111
46.485531, 45.000000, 45.184781
46.822483, 45.000000, 45.179652
47.613396, 44.930000, 45.173821
48.130026, 44.930000, 45.167432
48.421276, 44.930000, 45.160637
49.044297, 44.870000, 45.153582
49.393033, 44.870000, 45.146399
49.528535, 44.870000, 45.139721
49.507668, 44.870000, 45.134124
49.378372, 44.870000, 45.129678
49.691821, 44.810000, 45.126255
49.836235, 44.810000, 45.124177
49.862531, 44.810000, 45.123710
49.810698, 44.810000, 45.124638
50.228103, 44.750000, 45.127187
50.498010, 44.750000, 45.131514
50.661552, 44.750000, 45.137243
50.752749, 44.750000, 45.144366
50.799119, 44.750000, 45.152849
51.417471, 44.680000, 45.162249
51.266648, 44.750000, 45.172052
51.129820, 44.750000, 45.181809
51.009262, 44.750000, 45.191689
50.908350, 44.750000, 45.201930
50.827918, 44.750000, 45.212386
50.766105, 44.750000, 45.222825
50.723676, 44.750000, 45.233560
50.190685, 44.810000, 45.244931
49.813686, 44.810000, 45.256861
49.569306, 44.810000, 45.269162
49.434823, 44.810000, 45.281652
48.880426, 44.870000, 45.294790
48.535243, 44.870000, 45.308434
48.357564, 44.870000, 45.321950
48.309363, 44.870000, 45.335095
48.357847, 44.870000, 45.347798
47.962770, 44.930000, 45.360068
47.747452, 44.930000, 45.371944
47.672346, 44.930000, 45.383479
47.699995, 44.930000, 45.394223
47.795858, 44.930000, 45.403770
47.334222, 45.000000, 45.412204
47.048527, 45.000000, 45.419780
46.895770, 45.000000, 45.426272
46.325244, 45.060000, 45.431483
45.953397, 45.060000, 45.435662
45.737632, 45.060000, 45.439178
45.644659, 45.060000, 45.442387
45.644226, 45.060000, 45.445075
45.195962, 45.120000, 45.446995
44.924356, 45.120000, 45.448323
44.792831, 45.120000, 45.449348
44.772391, 45.120000, 45.450341
44.834887, 45.120000, 45.450911
44.953343, 45.120000, 45.450649
44.593728, 45.180000, 45.449650
44.382307, 45.180000, 45.447639
44.280159, 45.180000, 45.444390
44.769710, 45.120000, 45.440118
44.670265, 45.180000, 45.435163
44.633832, 45.180000, 45.429859
44.643246, 45.180000, 45.423975
44.682151, 45.180000, 45.417252
44.738825, 45.180000, 45.409858
44.806391, 45.180000, 45.402087
44.881734, 45.180000, 45.394234
44.964079, 45.180000, 45.386545
45.049322, 45.180000, 45.378688
45.130556, 45.180000, 45.370308
45.202529, 45.180000, 45.361479
45.267161, 45.180000, 45.352908
45.327259, 45.180000, 45.344759
44.784038, 45.250000, 45.336713
44.988814, 45.180000, 45.328729
45.162956, 45.180000, 45.320853
45.310354, 45.180000, 45.313144
47.712015, 45.180000, 45.305650
50.325560, 45.120000, 45.298409
52.539182, 45.120000, 45.291447
54.403249, 45.120000, 45.284781
55.961749, 45.120000, 45.278418
57.212817, 45.120000, 45.272344
58.202284, 45.120000, 45.266539
58.970601, 45.120000, 45.260982
60.061253, 45.060000, 45.255056
60.856714, 45.060000, 45.248789
61.408840, 45.060000, 45.242732
62.277669, 45.000000, 45.237071
62.365378, 45.060000, 45.234121
62.926836, 45.000000, 45.229267
63.316725, 45.000000, 45.219353
63.520509, 45.000000, 45.207951
63.558298, 45.000000, 45.196963
63.464465, 45.000000, 45.187304
63.276170, 45.000000, 45.179298
63.027532, 45.000000, 45.172953
62.751396, 45.000000, 45.168623
62.477018, 45.000000, 45.166535
62.225293, 45.000000, 45.166402
62.012875, 45.000000, 45.168287
61.847860, 45.000000, 45.171708
62.331416, 44.930000, 45.176361
62.113714, 45.000000, 45.182318
61.971203, 45.000000, 45.189299
61.894529, 45.000000, 45.196880
61.871242, 45.000000, 45.204624
61.887289, 45.000000, 45.212155
61.928464, 45.000000, 45.219181
61.468674, 45.060000, 45.225509
61.142178, 45.060000, 45.231042
60.918232, 45.060000, 45.235768
60.771223, 45.060000, 45.239743
60.680504, 45.060000, 45.243073
60.635103, 45.060000, 45.246492
60.626331, 45.060000, 45.250104
60.130115, 45.120000, 45.253496
59.782279, 45.120000, 45.256615
59.553696, 45.120000, 45.259542
59.420079, 45.120000, 45.262394
59.361339, 45.120000, 45.265275
59.356456, 45.120000, 45.267747
58.871337, 45.180000, 45.269379
58.534604, 45.180000, 45.270192
58.312375, 45.180000, 45.270357
57.579077, 45.250000, 45.270063
57.066290, 45.250000, 45.269482
56.731555, 45.250000, 45.268761
56.021701, 45.310000, 45.267502
55.544757, 45.310000, 45.265318
55.248261, 45.310000, 45.262278
55.089591, 45.310000, 45.258603
55.034922, 45.310000, 45.254537
55.057768, 45.310000, 45.250298
55.133106, 45.310000, 45.245540
55.750467, 45.250000, 45.239901
55.733585, 45.310000, 45.233459
55.732790, 45.310000, 45.225826
55.729983, 45.310000, 45.216676
55.713703, 45.310000, 45.206223
56.187901, 45.250000, 45.194323
55.987193, 45.310000, 45.180875
55.777291, 45.310000, 45.166198
56.072063, 45.250000, 45.150712
55.717611, 45.310000, 45.134809
55.387555, 45.310000, 45.118818
55.086099, 45.310000, 45.102989
55.334740, 45.250000, 45.088013
55.493944, 45.250000, 45.073955
55.585248, 45.250000, 45.060374
55.625323, 45.250000, 45.047088
55.627194, 45.250000, 45.034003
55.605326, 45.250000, 45.021557
55.057307, 45.310000, 45.009630
54.631978, 45.310000, 44.997647
54.312019, 45.310000, 44.985860
54.593192, 45.250000, 44.974109
54.809901, 45.250000, 44.961855
54.965732, 45.250000, 44.948918
55.069056, 45.250000, 44.935799
55.132146, 45.250000, 44.923037
55.166245, 45.250000, 44.910728
55.180145, 45.250000, 44.898808
55.778637, 45.180000, 44.887168
55.614368, 45.250000, 44.875708
55.464276, 45.250000, 44.863839
55.918279, 45.180000, 44.851034
56.216723, 45.180000, 44.837272
56.385939, 45.180000, 44.823230
56.967956, 45.120000, 44.809591
57.343535, 45.120000, 44.796536
57.556349, 45.120000, 44.784040
57.643018, 45.120000, 44.772008
58.146457, 45.060000, 44.760339
58.445823, 45.060000, 44.748945
58.588328, 45.060000, 44.738355
59.125824, 45.000000, 44.728471
59.440419, 45.000000, 44.718685
59.580546, 45.000000, 44.709348
59.591179, 45.000000, 44.700913
59.509526, 45.000000, 44.693319
59.966944, 44.930000, 44.686853
60.239069, 44.930000, 44.681735
60.372107, 44.930000, 44.677735
60.401941, 44.930000, 44.674496
60.872763, 44.870000, 44.672183
60.653514, 44.930000, 44.670973
60.431460, 44.930000, 44.670625
60.221495, 44.930000, 44.671305
60.035712, 44.930000, 44.673155
59.281738, 45.000000, 44.675887
58.713349, 45.000000, 44.679110
58.301423, 45.000000, 44.682461
58.022671, 45.000000, 44.686256
57.858847, 45.000000, 44.690848
57.278907, 45.060000, 44.696107
57.422926, 45.000000, 44.701763
57.609724, 45.000000, 44.708061
57.314666, 45.060000, 44.714747
57.168160, 45.060000, 44.721182
56.620907, 45.120000, 44.727104
56.287565, 45.120000, 44.732438
56.115325, 45.120000, 44.736601
56.055722, 45.120000, 44.739109
56.069774, 45.120000, 44.740058
56.128445, 45.120000, 44.739751
55.698514, 45.180000, 44.738540
55.407858, 45.180000, 44.736252
55.223758, 45.180000, 44.733228
55.124883, 45.180000, 44.730211
55.604602, 45.120000, 44.727069
55.998509, 45.120000, 44.723528
56.822741, 45.060000, 44.719185
56.921098, 45.120000, 44.713783
56.966568, 45.120000, 44.707540
56.965591, 45.120000, 44.700789
56.927168, 45.120000, 44.693835
56.860988, 45.120000, 44.686911
56.772297, 45.120000, 44.679660
56.662246, 45.120000, 44.671700
56.532562, 45.120000, 44.663084
56.386868, 45.120000, 44.654005
56.234398, 45.120000, 44.645191
56.087929, 45.120000, 44.637306
55.962511, 45.120000, 44.630995
55.868217, 45.120000, 44.626125
55.806170, 45.120000, 44.622028
55.773126, 45.120000, 44.618326
55.764143, 45.120000, 44.614782
55.773387, 45.120000, 44.611238
55.794919, 45.120000, 44.607581
55.823119, 45.120000, 44.603725
55.853170, 45.120000, 44.599600
55.880744, 45.120000, 44.595144
55.902159, 45.120000, 44.590315
55.914862, 45.120000, 44.585098
55.917191, 45.120000, 44.579513
55.395608, 45.180000, 44.573618
55.508981, 45.120000, 44.567497
55.078220, 45.180000, 44.561239
54.753458, 45.180000, 44.554929
